prev	curr	type	n
other-empty	Mathematics	external	53
Technology	Physics	external	39
World_War_II	Chemistry	external	58
Biology	Earth	link	47
Technology	Art	external	45
Art	United_States	link	49
Earth	Main_Page	other	48
other-internal	Music	link	41
English_language	Art	link	48
Art	Chemistry	link	51
Philosophy	Science	external	51
Technology	Philosophy	link	51
Physics	United_States	link	57
Geography	Technology	other	57
Sports	Technology	other	72
Biology	Technology	other	55
World_War_II	Geography	other	64
Main_Page	World_War_II	other	39
Main_Page	Religion	other	47
Music	Art	external	44
English_language	Science	other	42
other-search	Chemistry	link	51
World_War_II	Chemistry	other	54
other-internal	Geography	link	52
United_States	Physics	external	41
English_language	Earth	link	42
other-external	Mathematics	external	48
Music	Main_Page	external	49
World_War_II	World_War_II	link	49
Science	Chemistry	link	60
Music	Art	external	53
Science	Biology	link	55
other-internal	Literature	link	56
Wikipedia	Chemistry	link	39
Chemistry	United_States	other	52
other-search	Geography	other	45
Chemistry	Biology	other	40
Sports	Chemistry	other	55
Sports	Science	link	61
World_War_II	Science	external	44
History	Philosophy	link	56
Chemistry	Biology	external	55
Art	Biology	other	45
United_States	Chemistry	link	35
Biology	United_States	link	43
other-internal	Technology	link	40
United_States	Main_Page	link	59
other-empty	Religion	other	58
English_language	Sports	other	52
other-empty	World_War_II	external	49
other-search	Earth	link	52
United_States	English_language	external	50
Religion	Music	external	48
Physics	Art	link	56
Science	United_States	link	49
Biology	Technology	link	47
Religion	Art	other	33
other-search	Main_Page	external	46
Earth	Literature	external	44
Music	Technology	link	63
Main_Page	Sports	other	39
Earth	Earth	external	47
other-empty	Religion	other	54
United_States	Religion	other	63
United_States	Wikipedia	link	50
Earth	Geography	link	54
Art	Science	link	53
Philosophy	Science	link	49
Chemistry	Sports	link	38
other-search	Geography	external	49
Art	Geography	other	51
Philosophy	Technology	other	49
Biology	Sports	external	48
Sports	Sports	link	38
History	Music	link	57
Music	Music	link	51
United_States	Main_Page	other	44
English_language	Physics	external	50
Science	Geography	external	48
Technology	United_States	external	42
History	Sports	link	44
other-empty	Earth	external	45
Technology	Literature	link	49
History	Wikipedia	link	50
Literature	Mathematics	other	51
other-internal	World_War_II	link	44
Main_Page	Art	other	44
Physics	Earth	link	48
Wikipedia	History	link	50
Science	Art	other	58
Geography	Earth	external	52
Sports	Biology	other	59
English_language	Main_Page	link	53
United_States	Biology	other	55
English_language	Mathematics	other	49
other-search	Mathematics	link	47
Physics	Earth	link	43
other-internal	Science	other	47
Geography	Main_Page	external	44
Biology	World_War_II	link	52
World_War_II	Chemistry	other	53
Biology	Literature	other	50
Sports	Technology	external	49
United_States	United_States	link	49
other-search	Technology	link	42
Biology	Literature	link	53
History	Music	external	58
other-internal	Technology	other	46
World_War_II	Sports	link	35
Sports	Mathematics	link	40
Earth	Chemistry	link	51
Science	English_language	external	49
Earth	Literature	external	65
Earth	English_language	other	49
Religion	Main_Page	other	53
Art	Physics	link	55
Music	Physics	link	35
Sports	World_War_II	link	48
Biology	Technology	external	51
Religion	Physics	link	53
Music	Technology	other	48
Religion	Geography	other	61
Chemistry	Main_Page	other	41
History	History	link	46
English_language	Sports	external	42
Philosophy	Wikipedia	link	50
Wikipedia	Wikipedia	other	54
United_States	Mathematics	other	39
History	Sports	link	44
World_War_II	United_States	link	54
Geography	Wikipedia	external	45
Main_Page	Biology	other	52
other-internal	Music	link	44
United_States	Philosophy	external	50
Sports	Mathematics	link	49
World_War_II	Wikipedia	external	45
other-external	Literature	link	51
Main_Page	Philosophy	other	31
Art	Science	link	53
other-internal	Religion	external	48
other-external	Main_Page	other	41
Chemistry	Science	external	44
Art	Biology	link	35
Geography	English_language	other	56
Art	Biology	external	54
Chemistry	World_War_II	external	53
Mathematics	Chemistry	external	53
Science	Mathematics	other	48
Biology	English_language	other	39
other-empty	English_language	other	48
other-internal	Religion	link	40
Science	Music	other	37
World_War_II	History	other	52
World_War_II	Science	other	48
Literature	Wikipedia	other	58
other-search	Geography	other	44
Music	English_language	other	53
Geography	Geography	external	51
English_language	World_War_II	external	64
other-internal	Science	link	53
Art	Science	other	50
other-external	Physics	link	45
United_States	United_States	link	57
Technology	Literature	other	49
Mathematics	History	other	50
Mathematics	Religion	external	56
Religion	Physics	link	66
United_States	English_language	external	50
other-search	Philosophy	external	54
Literature	World_War_II	external	53
other-empty	Biology	link	50
Mathematics	Literature	other	57
other-empty	Wikipedia	external	45
Geography	Mathematics	link	51
Art	Main_Page	other	37
other-search	Physics	other	50
other-external	Geography	external	59
other-internal	Philosophy	other	63
English_language	Main_Page	external	46
United_States	Geography	other	64
Physics	Physics	other	42
Sports	Physics	external	50
United_States	Wikipedia	other	44
United_States	Wikipedia	other	54
History	Technology	other	64
Chemistry	Chemistry	other	50
Literature	Chemistry	other	53
United_States	Main_Page	other	46
Earth	Wikipedia	link	50
Sports	Science	external	57
Geography	Mathematics	link	34
Art	Mathematics	external	37
Earth	Geography	external	46
Main_Page	Chemistry	external	53
other-empty	Earth	other	57
Main_Page	Science	link	54
Religion	Main_Page	external	55
Art	Main_Page	external	55
Music	Sports	link	45
Mathematics	Science	other	54
History	Mathematics	other	54
Chemistry	Chemistry	external	48
other-internal	Earth	external	37
other-internal	Earth	link	35
Biology	Geography	external	60
Geography	Mathematics	link	36
Music	Geography	link	51
other-internal	Biology	link	60
Geography	Biology	other	47
Main_Page	World_War_II	other	59
Main_Page	Wikipedia	other	51
other-search	Physics	external	50
Religion	Physics	other	54
Technology	English_language	other	56
other-internal	Physics	external	43
Earth	Chemistry	external	52
other-search	Wikipedia	link	56
Earth	Art	external	60
Art	Music	link	53
other-search	Main_Page	external	61
Philosophy	Biology	other	53
Religion	Sports	external	43
Sports	Art	other	44
Earth	Technology	external	41
History	History	link	57
Science	Mathematics	link	56
Mathematics	History	external	49
other-internal	Music	link	52
Geography	English_language	link	44
Main_Page	Literature	link	41
Music	Wikipedia	external	52
World_War_II	Wikipedia	external	68
Wikipedia	Literature	link	65
other-internal	Technology	link	39
Music	Physics	other	55
Music	Technology	external	52
Art	Sports	external	46
Wikipedia	World_War_II	link	59
other-search	Technology	external	52
Earth	Sports	link	45
Sports	United_States	other	37
Chemistry	United_States	external	45
History	History	other	48
Physics	Technology	link	56
Chemistry	English_language	external	57
other-internal	Art	external	45
Wikipedia	English_language	other	47
Mathematics	Religion	external	40
Philosophy	History	other	59
Geography	Earth	other	58
United_States	English_language	link	51
United_States	Wikipedia	other	56
Wikipedia	Art	external	41
Philosophy	United_States	other	49
United_States	Main_Page	link	50
Chemistry	Mathematics	link	48
Music	Biology	other	65
Technology	World_War_II	external	47
other-internal	Physics	other	46
Earth	Sports	other	49
English_language	Biology	other	48
Biology	Geography	link	47
other-empty	Philosophy	external	48
Literature	World_War_II	external	52
Science	Geography	external	50
Sports	Religion	link	48
Wikipedia	English_language	link	49
United_States	Chemistry	link	46
Technology	History	link	39
Philosophy	Geography	link	54
Chemistry	Literature	link	56
History	Wikipedia	external	57
Mathematics	Chemistry	other	57
Sports	Literature	other	64
Art	Physics	other	50
Philosophy	History	other	47
Religion	Art	link	50
Literature	Art	link	57
Geography	Biology	other	43
Science	Religion	link	43
Main_Page	World_War_II	other	53
Technology	Mathematics	other	56
Biology	Religion	other	48
Technology	Main_Page	other	62
Physics	Main_Page	link	41
Philosophy	Music	external	44
Earth	History	external	42
Geography	Art	other	35
English_language	Physics	link	48
Mathematics	Biology	external	54
Science	Geography	link	48
World_War_II	Geography	other	31
other-empty	History	other	48
Main_Page	Main_Page	other	44
History	Physics	link	49
other-external	Technology	other	59
English_language	Philosophy	other	36
English_language	Sports	external	42
other-search	Mathematics	external	48
Sports	Sports	link	48
Physics	Literature	other	46
other-external	English_language	other	54
other-empty	Sports	other	34
Wikipedia	United_States	external	52
Biology	Sports	link	63
Literature	Main_Page	external	49
Earth	History	link	49
Science	Science	external	53
Philosophy	Music	external	41
Music	English_language	external	53
Science	Biology	other	52
English_language	Earth	link	44
other-external	Sports	external	39
other-external	Biology	link	53
Geography	United_States	other	49
Literature	Main_Page	external	40
Literature	Music	link	44
Geography	United_States	external	47
World_War_II	United_States	link	41
Sports	Biology	other	48
Science	History	other	44
United_States	Main_Page	external	55
Chemistry	Earth	link	53
History	Chemistry	external	43
Chemistry	Religion	other	48
Chemistry	History	other	45
Main_Page	Main_Page	link	50
Religion	Science	link	63
Chemistry	Biology	external	45
Geography	Science	other	47
Technology	Wikipedia	external	54
other-empty	Literature	other	47
Biology	Geography	link	50
Biology	Geography	other	49
Sports	History	other	44
Earth	World_War_II	external	50
Religion	Chemistry	external	39
Wikipedia	Music	link	42
other-search	Philosophy	link	64
Literature	Chemistry	external	51
Art	Music	link	56
Religion	Literature	link	51
Chemistry	Geography	link	48
Science	Chemistry	other	52
Physics	Earth	other	51
History	Science	link	46
Biology	History	external	44
other-internal	Biology	link	60
Wikipedia	English_language	other	59
World_War_II	Main_Page	external	54
Science	Sports	external	39
Earth	Biology	external	56
other-search	Earth	link	47
other-external	Mathematics	link	52
Sports	Earth	other	38
Wikipedia	United_States	other	46
Physics	Religion	other	51
Religion	Religion	other	50
United_States	Religion	link	55
other-empty	Biology	other	44
Religion	Literature	other	47
other-external	Geography	other	53
Main_Page	Mathematics	external	54
Wikipedia	Literature	external	50
History	History	external	60
World_War_II	World_War_II	other	61
other-search	World_War_II	link	40
English_language	United_States	other	47
Literature	Chemistry	other	52
United_States	Mathematics	external	51
other-search	Chemistry	link	67
other-empty	Religion	external	38
Art	Earth	link	36
Technology	World_War_II	link	41
other-internal	Philosophy	external	39
Art	Biology	link	50
Religion	Music	other	43
United_States	United_States	other	64
Geography	Biology	other	42
Religion	World_War_II	other	51
Chemistry	Geography	external	63
other-empty	Religion	other	62
History	Literature	external	53
Religion	Religion	link	54
other-search	Philosophy	external	46
other-search	Physics	external	33
Technology	Chemistry	link	40
Religion	Religion	other	41
Mathematics	Science	link	54
Earth	Physics	other	67
Main_Page	Art	link	54
World_War_II	Mathematics	other	54
other-internal	Music	other	50
Geography	Mathematics	external	56
Sports	United_States	external	37
Religion	Technology	external	49
Science	United_States	external	42
Chemistry	Main_Page	other	54
Wikipedia	United_States	external	52
Literature	United_States	external	66
Main_Page	Physics	other	43
Physics	Mathematics	link	53
Philosophy	Music	other	42
Literature	Religion	external	47
Technology	English_language	external	48
Biology	United_States	external	39
Wikipedia	Science	link	53
Religion	Philosophy	external	60
Earth	Mathematics	other	53
other-internal	Biology	other	58
Mathematics	Music	other	49
United_States	Earth	other	63
Physics	Religion	external	44
Philosophy	History	external	47
World_War_II	Biology	external	55
Religion	History	link	58
Biology	Physics	link	46
Wikipedia	Religion	link	56
Literature	Biology	external	55
Mathematics	World_War_II	external	60
Chemistry	Religion	external	46
Music	Literature	external	59
Biology	World_War_II	external	45
Literature	Earth	other	53
United_States	Geography	link	37
Main_Page	History	external	46
Geography	English_language	other	54
English_language	Literature	link	49
Geography	Main_Page	other	55
United_States	Religion	external	48
Philosophy	Science	link	49
Science	World_War_II	external	54
other-empty	Physics	other	50
Science	Art	link	53
Mathematics	United_States	link	41
World_War_II	Religion	other	51
other-external	United_States	external	42
other-empty	United_States	link	59
Main_Page	English_language	other	48
Religion	World_War_II	link	41
other-external	Religion	link	54
English_language	World_War_II	external	41
other-search	Earth	link	51
Main_Page	Music	link	46
Geography	Philosophy	other	64
Chemistry	Biology	other	58
Earth	Chemistry	external	46
Technology	Biology	other	51
Wikipedia	History	other	50
other-empty	Philosophy	link	55
Science	Wikipedia	other	56
Chemistry	Main_Page	link	46
Main_Page	Music	external	57
Geography	Physics	other	51
History	Main_Page	external	47
other-search	Philosophy	other	42
Chemistry	Music	link	58
Earth	Biology	link	42
Art	Music	external	52
Wikipedia	Biology	external	39
Sports	Main_Page	link	45
Chemistry	Earth	link	46
English_language	Earth	external	51
other-external	Main_Page	link	51
Religion	Music	other	58
Biology	Religion	link	47
Religion	Literature	other	64
other-internal	Art	other	37
other-empty	Physics	link	42
Music	United_States	link	56
Music	Biology	other	40
Technology	Science	other	51
Geography	Main_Page	other	57
Music	Science	link	53
Biology	Music	link	56
Sports	Literature	other	65
Sports	Literature	other	55
other-internal	Earth	external	58
Geography	Philosophy	external	51
other-empty	Earth	external	50
Philosophy	English_language	external	45
Science	Music	external	60
Physics	Chemistry	other	42
Music	English_language	external	48
Literature	Chemistry	link	47
Philosophy	Geography	other	50
United_States	Mathematics	external	47
Religion	Philosophy	other	52
other-external	History	external	56
Art	Technology	external	66
United_States	Religion	other	51
English_language	Sports	other	64
other-internal	History	link	58
other-search	Geography	link	35
Science	Religion	external	52
Chemistry	Philosophy	link	55
Philosophy	Technology	external	49
History	World_War_II	other	56
Main_Page	Main_Page	external	45
Earth	Technology	link	55
Religion	Music	other	51
Philosophy	World_War_II	external	47
Literature	Physics	other	61
Music	Mathematics	external	51
Chemistry	Science	other	55
Main_Page	English_language	other	53
Physics	World_War_II	external	56
other-empty	History	other	54
other-external	Earth	external	54
other-internal	Chemistry	external	46
other-internal	Sports	link	45
other-external	Philosophy	link	45
Literature	History	other	43
United_States	Main_Page	link	51
Biology	Chemistry	other	52
other-empty	Main_Page	external	48
Earth	Main_Page	link	47
Philosophy	United_States	other	53
Chemistry	Philosophy	link	53
Literature	Geography	external	44
Geography	Philosophy	other	51
Technology	Art	other	53
Chemistry	Mathematics	external	50
other-search	Biology	external	51
Main_Page	United_States	link	44
Sports	Mathematics	external	33
Sports	World_War_II	external	52
Chemistry	Earth	external	57
Literature	Mathematics	other	35
Religion	Wikipedia	link	50
Chemistry	Technology	other	49
Main_Page	Main_Page	link	52
Technology	Mathematics	link	57
History	Physics	other	47
Science	Biology	other	51
other-search	Philosophy	other	45
Art	Technology	other	59
United_States	Earth	other	53
other-empty	United_States	other	49
Sports	Science	link	52
Technology	Mathematics	external	44
Geography	Mathematics	link	43
Art	Art	external	40
Science	United_States	external	44
Technology	Technology	link	47
Geography	Mathematics	other	42
Mathematics	English_language	link	46
Main_Page	Philosophy	external	60
Earth	Religion	other	43
History	Philosophy	other	46
Geography	Sports	external	50
Main_Page	History	link	44
Biology	Earth	link	55
Chemistry	Sports	link	45
other-internal	Earth	link	42
Science	History	other	46
United_States	Music	link	48
Religion	Geography	link	40
Religion	Physics	link	51
Main_Page	Biology	external	38
Physics	Technology	other	48
Music	Philosophy	external	47
Chemistry	Physics	external	62
Earth	History	external	56
Science	Mathematics	external	56
Earth	Chemistry	other	51
Technology	History	external	61
Technology	English_language	other	54
Technology	Sports	link	42
History	Geography	other	54
Technology	Geography	other	40
other-internal	Technology	other	53
History	History	external	48
Art	Technology	link	56
Art	Religion	link	61
other-internal	History	link	51
Mathematics	Earth	external	51
other-external	Religion	link	54
Geography	Music	other	55
Technology	Music	link	52
Science	Sports	external	51
Technology	Biology	other	41
Main_Page	United_States	external	53
Music	Mathematics	other	48
Science	Literature	other	47
other-empty	Science	external	56
History	Physics	other	45
Physics	World_War_II	link	50
Mathematics	Wikipedia	external	41
other-external	Art	link	37
Philosophy	Main_Page	external	44
World_War_II	English_language	other	60
other-internal	Religion	external	53
other-external	Biology	external	43
Wikipedia	Religion	external	62
Technology	Main_Page	other	57
Mathematics	Physics	other	43
Sports	Art	other	34
Chemistry	Chemistry	external	51
English_language	Religion	other	43
Philosophy	Geography	external	46
World_War_II	Biology	other	57
Technology	Music	link	56
Literature	Biology	other	54
Physics	Main_Page	link	47
Physics	United_States	external	50
other-external	Geography	other	53
Chemistry	Literature	other	41
Geography	World_War_II	external	40
Earth	Earth	link	39
Sports	Earth	link	55
Art	Art	external	39
other-external	Wikipedia	link	53
Biology	Sports	external	45
other-external	Wikipedia	other	49
World_War_II	Mathematics	link	53
Biology	Geography	other	52
other-search	Physics	other	52
Biology	Religion	link	48
United_States	Physics	external	48
Music	Philosophy	other	49
other-search	Religion	other	56
Science	Art	link	42
Earth	Religion	other	51
Philosophy	Biology	external	56
Biology	Music	link	49
English_language	Wikipedia	other	47
English_language	World_War_II	external	63
Geography	Main_Page	link	46
Art	English_language	other	57
Main_Page	Sports	link	65
Literature	History	other	54
Mathematics	Sports	link	47
Mathematics	Mathematics	link	55
United_States	History	other	54
other-external	History	other	46
History	English_language	link	56
Technology	Music	link	70
Sports	Literature	external	53
Main_Page	Technology	other	40
Geography	Sports	link	64
Wikipedia	Technology	link	54
Physics	Philosophy	external	54
Chemistry	English_language	link	41
Art	Philosophy	other	46
English_language	English_language	other	63
other-empty	Literature	external	43
English_language	Science	link	51
English_language	Literature	external	43
Mathematics	Art	link	45
History	Religion	external	44
other-external	English_language	other	45
Mathematics	Physics	link	50
Geography	Literature	other	44
Literature	Mathematics	link	49
other-empty	Main_Page	other	50
Chemistry	Technology	other	53
Art	Literature	link	52
other-internal	Literature	link	50
Religion	Geography	other	55
Main_Page	Philosophy	link	38
Biology	Literature	link	46
Main_Page	Main_Page	link	49
Science	Science	link	46
other-search	Geography	link	58
Biology	Literature	link	60
Religion	English_language	link	50
Physics	World_War_II	other	47
Earth	Philosophy	external	43
Mathematics	World_War_II	other	47
Geography	Biology	link	42
Philosophy	Mathematics	external	52
Wikipedia	Philosophy	other	40
Earth	Technology	link	53
other-empty	Mathematics	link	53
Mathematics	United_States	link	60
Technology	Sports	external	62
Main_Page	Earth	other	63
Philosophy	Technology	other	50
Wikipedia	Geography	link	45
Technology	World_War_II	other	56
History	Physics	link	59
Music	Philosophy	other	43
History	Physics	link	51
Philosophy	Wikipedia	external	41
other-internal	Geography	external	45
Art	Science	link	44
United_States	Physics	link	42
Philosophy	Chemistry	other	32
World_War_II	Philosophy	other	50
English_language	Science	external	45
Mathematics	Wikipedia	other	58
History	Earth	external	56
Chemistry	Chemistry	other	49
World_War_II	Religion	external	55
World_War_II	Science	external	59
Mathematics	Religion	external	58
English_language	History	external	59
Philosophy	Physics	other	49
Sports	English_language	link	46
Biology	Geography	external	35
Physics	Literature	external	46
History	Religion	other	56
History	Philosophy	link	41
Earth	History	link	43
Main_Page	Technology	other	54
Art	Religion	link	40
Earth	Religion	link	57
Sports	World_War_II	other	64
Wikipedia	Main_Page	other	44
Wikipedia	Religion	link	54
United_States	United_States	other	48
other-search	Sports	link	44
Art	Art	external	52
English_language	Physics	other	56
English_language	World_War_II	link	47
Biology	Biology	external	54
Chemistry	Religion	link	69
Music	Philosophy	link	51
other-internal	Main_Page	external	51
Sports	Literature	link	51
Biology	Religion	external	42
Religion	Chemistry	other	55
Physics	Physics	other	58
Mathematics	English_language	external	56
Sports	Mathematics	other	50
Science	Chemistry	other	44
Art	Wikipedia	link	54
other-empty	English_language	other	53
Music	Mathematics	external	49
United_States	Science	link	45
English_language	Science	link	53
English_language	Mathematics	other	48
other-external	Science	other	40
other-external	Main_Page	external	43
Literature	Technology	other	60
Philosophy	Sports	external	57
Geography	Biology	other	49
Wikipedia	Sports	external	42
Sports	Science	link	50
Science	Technology	external	38
Chemistry	Philosophy	link	53
Main_Page	Chemistry	external	40
Mathematics	Religion	other	68
United_States	United_States	link	49
Literature	Main_Page	link	63
History	Mathematics	other	51
Religion	United_States	link	49
Philosophy	Literature	external	56
Philosophy	Philosophy	other	54
World_War_II	Mathematics	external	60
Geography	English_language	other	47
History	Sports	external	59
Main_Page	Mathematics	external	47
United_States	Religion	other	38
Mathematics	Music	link	49
Biology	Technology	link	52
History	Earth	other	36
Wikipedia	Physics	other	45
Art	Art	external	52
World_War_II	Literature	other	49
Philosophy	Technology	external	35
World_War_II	Art	link	57
History	Philosophy	other	50
English_language	United_States	other	44
English_language	Literature	other	33
other-internal	Biology	external	51
other-empty	Biology	other	58
English_language	Technology	external	42
Technology	Science	other	40
other-empty	Wikipedia	external	49
History	History	link	43
United_States	Art	link	44
World_War_II	Technology	other	42
World_War_II	Biology	other	42
Mathematics	Geography	external	53
Literature	Chemistry	other	52
other-internal	Philosophy	external	56
Mathematics	Wikipedia	other	51
other-internal	Biology	other	46
English_language	Science	external	55
Philosophy	Physics	other	41
World_War_II	Art	external	41
Science	World_War_II	link	44
Biology	Physics	other	48
World_War_II	Mathematics	external	46
other-empty	Music	external	39
Art	Religion	link	54
Physics	Mathematics	other	52
Physics	United_States	link	56
Philosophy	English_language	other	58
World_War_II	United_States	link	48
Music	History	link	56
Chemistry	Music	link	46
History	Wikipedia	external	40
Geography	Chemistry	external	48
Main_Page	Physics	link	66
Geography	Sports	link	52
Biology	Art	other	58
Physics	Sports	other	60
Art	Science	link	41
United_States	Technology	other	46
Sports	English_language	external	49
Religion	Main_Page	other	53
History	World_War_II	external	28
Technology	Biology	other	48
Sports	Science	link	45
other-search	Earth	link	45
History	Technology	external	46
Art	Philosophy	other	58
Main_Page	Chemistry	other	55
Wikipedia	Sports	external	47
Geography	Music	external	57
Religion	Biology	external	46
other-empty	Mathematics	link	52
Physics	Main_Page	link	39
other-external	Music	link	66
other-internal	Geography	other	43
Earth	World_War_II	link	50
Music	United_States	other	57
Earth	Literature	external	49
History	Art	other	60
Physics	Chemistry	external	58
Earth	Religion	external	51
Literature	Mathematics	other	48
Philosophy	Literature	external	66
Biology	Science	other	42
World_War_II	History	link	48
Religion	World_War_II	link	48
Sports	United_States	link	58
Biology	Religion	link	46
Art	Mathematics	link	50
English_language	Technology	link	63
History	World_War_II	external	48
United_States	Technology	other	44
United_States	Science	link	54
other-empty	Main_Page	link	50
Literature	Main_Page	link	53
History	Wikipedia	external	42
Mathematics	United_States	link	41
other-search	Religion	other	49
other-external	Biology	link	45
Chemistry	Music	link	55
Music	English_language	other	42
Biology	Philosophy	external	52
Technology	Geography	external	53
Wikipedia	World_War_II	link	53
Religion	Religion	external	51
Religion	Physics	other	52
Wikipedia	Philosophy	external	52
Main_Page	Philosophy	other	45
Geography	United_States	other	55
Physics	Technology	other	53
other-internal	Mathematics	external	42
Chemistry	Sports	external	49
other-search	Literature	other	50
Physics	Religion	external	52
other-search	Geography	external	53
Biology	English_language	link	51
Physics	World_War_II	other	65
other-external	Sports	link	46
Science	Religion	other	50
English_language	Religion	other	61
World_War_II	Physics	link	48
Art	History	link	40
Main_Page	United_States	other	56
Physics	History	external	40
other-internal	United_States	other	57
Biology	Science	other	44
United_States	Music	other	54
United_States	History	link	49
Technology	Physics	other	47
Wikipedia	Main_Page	other	61
Religion	Philosophy	other	41
Religion	World_War_II	link	34
Wikipedia	English_language	link	65
Physics	Philosophy	other	58
Philosophy	Religion	link	63
other-external	Chemistry	external	53
other-internal	Philosophy	external	62
World_War_II	Philosophy	external	62
Literature	Biology	link	58
Earth	Philosophy	other	43
Sports	Philosophy	link	67
Literature	United_States	external	51
Philosophy	Technology	other	51
English_language	Main_Page	external	53
Biology	Wikipedia	external	57
Earth	Mathematics	link	57
Biology	Science	link	50
other-external	Literature	link	49
World_War_II	Music	external	52
other-external	Science	external	35
Literature	Technology	other	46
other-external	Physics	other	61
Mathematics	Mathematics	link	55
United_States	Geography	other	59
other-external	Main_Page	link	45
Sports	Chemistry	other	51
History	Philosophy	other	62
English_language	Technology	link	51
Science	Sports	link	33
Art	Physics	link	56
History	Art	other	69
Religion	Religion	link	41
Chemistry	English_language	link	54
other-empty	Music	link	51
Main_Page	Physics	external	44
other-empty	Earth	other	46
World_War_II	Physics	other	56
English_language	Physics	external	49
other-empty	Art	other	54
World_War_II	Biology	external	46
other-internal	Art	external	39
Literature	Wikipedia	link	56
Wikipedia	History	link	50
Biology	Literature	link	60
Geography	Technology	other	41
Art	English_language	link	48
other-external	Earth	other	45
Sports	United_States	link	47
other-external	Mathematics	link	52
Philosophy	Sports	external	45
History	Earth	other	46
Wikipedia	United_States	external	44
Science	Philosophy	link	45
Biology	Science	other	49
History	Geography	external	38
Technology	Physics	external	45
other-internal	Literature	other	55
English_language	Music	link	63
Literature	Religion	other	63
World_War_II	Art	other	42
Sports	Wikipedia	external	52
Earth	Mathematics	external	50
other-external	Religion	other	43
Mathematics	Sports	other	51
other-external	United_States	other	48
Geography	Sports	link	48
History	United_States	other	49
Mathematics	Mathematics	link	40
Art	English_language	link	49
Art	Wikipedia	other	44
Sports	Geography	external	44
History	English_language	external	50
Art	Sports	link	50
Religion	Earth	external	46
History	United_States	external	52
Philosophy	Wikipedia	link	46
Science	Literature	external	42
United_States	Chemistry	other	56
Philosophy	United_States	external	57
Mathematics	Literature	link	57
Religion	Main_Page	external	53
Sports	Sports	link	41
Mathematics	United_States	other	52
Chemistry	English_language	link	51
Literature	Philosophy	external	44
other-search	Main_Page	other	56
World_War_II	Technology	link	61
other-empty	Religion	external	39
other-internal	History	link	53
other-search	Mathematics	external	56
Wikipedia	Science	other	54
Sports	Literature	other	52
other-external	Geography	link	47
other-empty	Music	link	48
Main_Page	Biology	external	53
History	World_War_II	external	53
Biology	World_War_II	link	52
Physics	United_States	link	43
other-internal	Literature	link	44
English_language	Wikipedia	external	52
Science	Art	external	52
other-search	Main_Page	link	58
Science	Science	external	53
World_War_II	English_language	external	50
United_States	United_States	other	56
English_language	Chemistry	external	48
other-empty	History	other	45
Technology	World_War_II	external	53
Geography	Religion	other	47
Earth	Physics	link	48
Technology	History	external	42
Technology	Earth	external	54
other-external	World_War_II	other	52
Sports	History	other	47
Technology	Biology	external	50
Biology	World_War_II	other	47
Literature	United_States	other	47
Earth	Geography	other	52
Main_Page	Sports	external	57
Science	Mathematics	other	55
other-internal	Wikipedia	other	61
other-external	Philosophy	other	41
Wikipedia	Main_Page	external	50
Science	History	link	57
World_War_II	United_States	link	43
Sports	History	link	43
other-empty	World_War_II	external	51
History	Art	external	52
World_War_II	United_States	other	51
Art	English_language	other	47
Technology	Literature	link	43
other-empty	Biology	other	54
Technology	Religion	link	49
Geography	Physics	other	53
other-search	English_language	link	57
Biology	Earth	link	45
Chemistry	Mathematics	external	51
Philosophy	United_States	other	43
Literature	World_War_II	external	50
Technology	Science	external	50
World_War_II	English_language	link	41
Chemistry	Physics	other	47
Wikipedia	Music	other	52
Technology	Earth	external	50
Physics	Chemistry	external	54
Art	World_War_II	external	60
English_language	Art	other	40
Art	Technology	other	65
Sports	Geography	link	50
Wikipedia	History	other	64
Music	Physics	link	49
Science	Biology	link	42
World_War_II	Main_Page	external	44
other-empty	Biology	external	56
other-empty	History	other	57
World_War_II	Main_Page	external	50
Mathematics	History	link	44
Technology	History	link	54
Philosophy	Chemistry	other	41
Art	Chemistry	link	48
Science	Science	link	49
English_language	English_language	external	52
United_States	Earth	external	58
other-search	English_language	link	47
Technology	English_language	other	49
Technology	Physics	link	54
other-internal	Music	external	47
English_language	Chemistry	link	49
other-search	Music	other	49
Geography	Earth	other	55
Philosophy	Sports	link	60
Biology	Sports	external	50
Main_Page	Chemistry	other	45
Science	Physics	link	56
Geography	Physics	external	47
Chemistry	Earth	external	54
Main_Page	Biology	external	61
other-empty	Main_Page	external	56
Sports	Mathematics	link	47
Biology	Geography	other	49
other-external	Art	link	47
English_language	English_language	other	49
Main_Page	Science	other	56
Wikipedia	English_language	external	52
Physics	Physics	external	59
other-external	Religion	link	44
United_States	World_War_II	external	48
United_States	United_States	other	59
Art	Technology	external	39
World_War_II	Philosophy	link	46
Literature	Main_Page	link	55
Biology	Geography	link	56
other-internal	Geography	other	52
Music	Literature	external	53
Music	United_States	external	48
Literature	Wikipedia	external	49
other-empty	Biology	link	59
United_States	English_language	external	42
Technology	Science	link	58
Sports	Literature	link	44
History	English_language	external	56
Literature	Biology	external	67
Chemistry	Religion	link	48
United_States	Philosophy	other	42
Sports	Mathematics	other	49
Philosophy	Mathematics	link	46
Art	Biology	link	35
Technology	Wikipedia	other	48
other-empty	Philosophy	external	37
Biology	Wikipedia	external	55
English_language	English_language	other	66
Physics	Physics	external	42
Biology	Philosophy	other	62
United_States	English_language	external	50
United_States	Earth	link	41
other-internal	History	other	57
World_War_II	Wikipedia	link	48
Physics	Sports	other	50
Philosophy	Science	external	56
