prev	curr	type	n
Music	Geography	other	54
other-internal	Mathematics	link	48
Art	Art	other	44
Philosophy	World_War_II	external	48
Philosophy	Religion	other	33
Earth	Geography	other	36
Science	Main_Page	external	45
Biology	Sports	external	56
History	Literature	other	44
other-external	Main_Page	other	49
Wikipedia	Technology	external	58
English_language	English_language	other	45
Religion	Main_Page	other	54
Geography	Literature	link	63
Sports	Science	link	38
other-external	Art	link	62
Science	World_War_II	external	42
Main_Page	Biology	external	55
Sports	Religion	external	59
other-external	Science	other	58
Sports	Sports	external	48
Music	Technology	other	51
other-search	Wikipedia	other	48
Main_Page	Literature	link	49
other-search	Music	external	54
Literature	English_language	other	60
Physics	Biology	external	45
other-external	United_States	external	42
Wikipedia	Physics	link	58
English_language	Music	external	45
Science	Science	external	46
Geography	Philosophy	external	51
Sports	Physics	other	66
other-empty	Earth	other	46
Technology	Technology	other	43
Art	Philosophy	link	44
Music	United_States	external	27
Sports	Sports	external	52
Earth	Chemistry	link	64
English_language	Science	other	49
other-empty	Earth	external	53
Wikipedia	Philosophy	external	52
English_language	World_War_II	link	48
Religion	Art	other	50
Wikipedia	Religion	external	41
Main_Page	World_War_II	other	50
other-external	Music	link	49
other-external	Technology	external	51
Wikipedia	Wikipedia	external	42
Main_Page	Chemistry	external	58
Earth	Biology	external	45
Physics	Geography	other	52
Mathematics	Literature	external	49
other-external	World_War_II	other	44
Earth	Literature	link	50
Wikipedia	Physics	external	52
Chemistry	Physics	other	47
other-empty	Science	other	50
Earth	History	other	55
World_War_II	History	external	38
other-internal	Wikipedia	link	60
World_War_II	Philosophy	link	56
Geography	Wikipedia	link	55
other-empty	English_language	link	55
other-internal	Wikipedia	other	48
History	World_War_II	link	49
Main_Page	Earth	external	48
other-internal	Art	external	41
Music	Physics	external	53
other-external	Earth	external	51
Wikipedia	Science	other	54
Music	Science	external	49
English_language	Art	other	50
United_States	History	external	60
Mathematics	Religion	other	36
other-internal	Wikipedia	external	47
Wikipedia	English_language	other	53
other-empty	Art	other	34
World_War_II	Biology	other	53
other-internal	Biology	external	65
Mathematics	Sports	other	49
Technology	Geography	external	42
Philosophy	Technology	external	49
Technology	Wikipedia	other	54
Technology	English_language	other	44
History	Physics	link	38
English_language	Religion	external	67
Wikipedia	Main_Page	link	52
Religion	Physics	link	42
Mathematics	Science	external	58
Chemistry	English_language	other	49
Geography	Main_Page	link	49
Wikipedia	Science	link	54
other-internal	Science	other	47
Chemistry	Earth	link	51
other-search	Chemistry	other	66
other-external	Physics	other	42
Philosophy	Music	external	51
Mathematics	World_War_II	external	53
Earth	English_language	link	43
English_language	United_States	other	62
Technology	Technology	other	53
Art	History	other	52
Physics	Wikipedia	external	53
Sports	Physics	external	52
Biology	Music	external	56
Earth	Physics	link	50
Earth	Art	external	50
Art	Earth	other	52
Science	United_States	link	50
other-empty	Sports	other	46
other-empty	United_States	other	45
other-internal	Wikipedia	link	61
Mathematics	Main_Page	external	53
Literature	Mathematics	external	56
Mathematics	Biology	other	47
History	Main_Page	link	53
History	Biology	other	66
other-internal	Wikipedia	other	49
other-external	Geography	external	41
Wikipedia	Wikipedia	external	55
United_States	Physics	external	58
Chemistry	Biology	link	49
Music	Music	external	46
Chemistry	Music	external	57
Art	Physics	link	48
Literature	English_language	other	52
other-empty	Mathematics	external	50
Chemistry	Wikipedia	other	39
Art	Earth	external	53
Geography	Mathematics	link	62
other-external	History	link	52
Music	Science	other	47
History	Geography	external	51
Literature	Main_Page	other	65
Religion	World_War_II	other	50
Wikipedia	Music	link	40
History	Wikipedia	link	47
Music	Literature	external	46
Science	Sports	external	48
other-search	Mathematics	other	51
other-external	Music	other	48
Earth	Literature	link	57
English_language	Literature	other	56
Physics	English_language	external	59
United_States	United_States	link	46
Biology	Chemistry	external	59
Geography	Mathematics	other	41
Literature	English_language	external	46
Geography	World_War_II	external	45
Geography	Philosophy	link	52
Art	History	link	44
other-search	Technology	external	60
Chemistry	Earth	external	40
Geography	Biology	other	50
Literature	Physics	other	57
other-internal	Sports	link	58
History	Science	external	61
other-empty	Literature	external	43
other-empty	Biology	other	49
Mathematics	World_War_II	link	53
other-internal	Mathematics	other	52
World_War_II	Religion	external	51
Physics	Technology	other	49
Wikipedia	Earth	link	59
Sports	Art	external	42
Biology	Earth	external	53
Technology	United_States	other	49
other-external	Literature	other	61
Music	Science	other	35
Technology	Art	other	55
Earth	Geography	external	55
Science	Earth	link	46
Chemistry	Science	link	54
other-search	Geography	other	39
Physics	Geography	other	50
Wikipedia	Technology	other	42
World_War_II	World_War_II	other	51
Mathematics	Technology	other	56
Main_Page	Geography	link	54
Science	Mathematics	link	53
other-search	History	link	40
English_language	Geography	other	59
Biology	Literature	external	51
Chemistry	United_States	external	64
World_War_II	Music	other	45
other-empty	Philosophy	external	40
Geography	Philosophy	other	51
Geography	Chemistry	external	39
Technology	Chemistry	external	43
other-internal	Chemistry	external	45
Sports	Physics	link	56
Music	Chemistry	link	48
other-internal	Philosophy	other	53
Main_Page	World_War_II	link	51
Technology	Art	link	51
History	Technology	external	43
Geography	Geography	other	41
History	Mathematics	other	57
Literature	Physics	external	47
Wikipedia	Art	external	61
History	Religion	other	39
Technology	Sports	other	46
English_language	Chemistry	link	64
other-external	Wikipedia	other	53
Philosophy	Earth	external	55
Music	Wikipedia	other	65
Technology	English_language	link	59
Sports	History	other	48
Sports	World_War_II	link	49
other-search	Sports	other	48
other-internal	United_States	external	47
Physics	Sports	other	54
Music	Science	external	49
Physics	Religion	other	42
Literature	Science	other	48
other-empty	History	external	53
Literature	Sports	external	45
Art	History	external	48
Technology	Biology	external	42
United_States	Philosophy	external	38
other-external	Biology	external	46
Literature	Physics	link	55
other-search	Main_Page	external	46
Literature	Literature	link	45
other-internal	Sports	link	43
Geography	Earth	other	44
English_language	Technology	other	43
Music	Religion	external	45
Sports	Religion	link	60
Physics	Music	link	50
Religion	Geography	external	56
other-internal	Art	link	47
World_War_II	Main_Page	external	48
other-external	World_War_II	external	50
Religion	Wikipedia	external	59
Mathematics	Chemistry	external	46
other-external	English_language	external	48
History	Religion	other	59
other-internal	Earth	external	50
Philosophy	Earth	link	69
Earth	Physics	link	42
Main_Page	Geography	link	45
Earth	World_War_II	link	58
Sports	Wikipedia	external	46
History	English_language	other	52
Wikipedia	Chemistry	external	47
Earth	Physics	external	58
World_War_II	Biology	other	52
Philosophy	Main_Page	external	32
Music	Physics	link	51
Technology	Religion	external	59
Music	Literature	link	52
Physics	Main_Page	link	51
Biology	Religion	link	48
Science	Geography	other	54
Art	History	link	57
Music	Art	external	35
Religion	Religion	external	51
Geography	Literature	other	59
Art	World_War_II	link	55
English_language	Music	other	62
English_language	Earth	link	51
other-search	United_States	link	54
Music	Religion	link	54
World_War_II	Geography	link	53
Music	Earth	other	53
Wikipedia	Earth	external	57
United_States	History	external	50
Biology	Mathematics	external	45
Chemistry	United_States	external	43
Earth	Science	other	58
Biology	Art	link	42
other-internal	Religion	other	44
Geography	Music	external	54
Main_Page	Music	other	52
Literature	Technology	other	66
Biology	Earth	external	54
Main_Page	History	external	53
other-empty	Music	other	50
other-empty	Physics	link	48
History	Sports	link	62
Philosophy	Wikipedia	other	67
Mathematics	Sports	external	44
Main_Page	Philosophy	external	58
Science	Philosophy	other	54
History	Technology	external	52
Religion	Earth	external	53
Literature	Main_Page	link	45
Earth	Geography	link	50
Biology	United_States	external	62
United_States	English_language	external	49
Earth	United_States	external	54
World_War_II	English_language	other	54
Biology	Technology	external	57
Main_Page	Science	other	46
Chemistry	Wikipedia	link	54
Art	Biology	external	49
Mathematics	Literature	link	44
Literature	Technology	other	51
World_War_II	Chemistry	link	54
Philosophy	Mathematics	external	49
other-search	Music	link	43
Earth	Geography	link	44
Science	Biology	external	62
History	World_War_II	other	59
United_States	Religion	link	43
Technology	Philosophy	other	43
United_States	Chemistry	external	45
Chemistry	Biology	other	51
Chemistry	Philosophy	external	48
other-internal	Religion	other	55
Wikipedia	Religion	link	50
Earth	Wikipedia	external	62
Chemistry	Biology	external	50
United_States	Art	external	45
Science	Mathematics	external	44
Physics	Philosophy	external	47
Chemistry	Wikipedia	external	55
other-search	Religion	external	50
Art	Science	external	59
History	Earth	external	47
other-external	English_language	external	52
Wikipedia	Technology	link	45
History	Main_Page	link	53
other-search	Religion	other	48
other-empty	Music	other	46
English_language	United_States	link	47
Biology	Philosophy	link	46
other-search	History	link	59
Philosophy	Earth	link	59
Religion	Technology	external	49
Technology	Technology	other	51
Technology	Music	link	48
Music	Literature	link	59
Art	Earth	other	60
English_language	Physics	link	62
Literature	Music	link	43
Chemistry	Science	external	62
Music	Religion	other	38
Science	Main_Page	link	45
Mathematics	English_language	link	46
Earth	Mathematics	other	60
Geography	Wikipedia	link	60
Biology	Physics	external	48
Mathematics	Mathematics	other	49
Biology	Wikipedia	external	52
Wikipedia	Literature	external	40
Technology	Religion	link	40
Literature	Music	external	43
Literature	United_States	external	45
other-search	Literature	other	55
Science	Science	external	49
Biology	Main_Page	link	55
Sports	Physics	external	59
Earth	Music	link	57
Art	Biology	other	48
Sports	Philosophy	link	55
Literature	Earth	other	57
History	Chemistry	link	50
Physics	United_States	link	50
Earth	Religion	other	57
Art	Earth	external	43
Philosophy	Mathematics	external	48
other-empty	Religion	other	62
Physics	Science	link	50
History	Religion	link	53
Science	Literature	link	45
Chemistry	Earth	external	48
Wikipedia	Main_Page	link	54
Literature	Music	other	53
History	Philosophy	link	56
World_War_II	Biology	link	54
Music	United_States	other	50
English_language	World_War_II	link	38
World_War_II	Art	other	39
Physics	Main_Page	external	58
other-external	Religion	link	53
Music	World_War_II	external	51
other-search	Literature	link	40
Main_Page	Religion	link	55
Main_Page	Technology	external	42
Music	Religion	external	54
Mathematics	Science	link	58
English_language	Religion	external	58
Literature	United_States	external	54
History	Physics	link	51
Geography	Music	link	56
History	Sports	external	53
Religion	Religion	external	42
English_language	Geography	external	42
Geography	Literature	other	55
Wikipedia	English_language	link	52
Sports	Art	other	45
Religion	Philosophy	link	50
Earth	Earth	link	55
Main_Page	Wikipedia	external	60
other-search	Chemistry	other	44
Mathematics	Geography	external	38
Technology	Mathematics	other	46
World_War_II	World_War_II	link	48
Chemistry	Physics	external	39
Science	Philosophy	external	39
Geography	Chemistry	external	42
English_language	Art	link	40
Earth	Technology	link	49
Geography	Philosophy	link	43
World_War_II	Biology	other	53
Science	History	link	63
Technology	Wikipedia	external	50
Main_Page	Sports	external	45
World_War_II	Biology	link	65
Religion	Music	other	38
Technology	Technology	link	48
Geography	Mathematics	link	48
Philosophy	Wikipedia	link	51
Chemistry	Geography	external	59
Religion	Technology	other	52
Science	Chemistry	link	42
Art	Biology	external	50
Main_Page	Science	external	59
Religion	Sports	link	45
Sports	Sports	link	53
Technology	Science	other	47
Main_Page	Sports	external	65
United_States	Geography	link	45
Geography	Science	link	49
Science	Literature	other	61
Religion	Literature	link	46
Science	Main_Page	other	43
Sports	Earth	link	64
Religion	Religion	other	58
Literature	Biology	other	39
Main_Page	Philosophy	other	43
Mathematics	Wikipedia	link	56
History	Main_Page	link	50
Chemistry	Music	external	48
Technology	Wikipedia	other	59
Literature	Literature	link	46
Main_Page	Wikipedia	external	43
Physics	World_War_II	external	49
Physics	Mathematics	external	60
English_language	Geography	external	53
Sports	Wikipedia	link	46
Main_Page	Philosophy	link	54
Philosophy	Art	external	40
Earth	Physics	link	45
English_language	Technology	other	36
Science	Biology	link	37
Main_Page	Literature	link	60
Science	Philosophy	other	59
Sports	Art	other	51
Main_Page	Main_Page	external	47
Geography	Wikipedia	link	58
Main_Page	World_War_II	external	47
Sports	Literature	other	42
other-empty	Technology	external	46
Earth	Physics	other	51
Physics	Science	external	45
other-search	Literature	external	44
Mathematics	Main_Page	link	48
Literature	Music	external	44
Main_Page	Technology	external	60
Chemistry	United_States	link	43
Art	Geography	other	46
English_language	Philosophy	external	42
Literature	Chemistry	link	57
Technology	Chemistry	other	52
Chemistry	Music	link	51
Literature	Biology	other	48
United_States	Wikipedia	other	51
Science	Mathematics	external	52
other-external	Technology	external	50
Technology	Sports	other	52
other-internal	Philosophy	external	47
Philosophy	Physics	link	47
Biology	Sports	link	45
Music	Biology	external	54
United_States	Technology	other	53
Music	Science	external	50
Art	Technology	other	45
Mathematics	Literature	external	45
World_War_II	English_language	link	52
Main_Page	Art	external	48
United_States	Religion	external	52
Chemistry	Literature	other	50
Biology	Chemistry	other	53
Earth	Philosophy	other	44
Chemistry	English_language	link	55
Earth	Earth	other	51
Main_Page	History	link	61
History	Sports	link	49
Chemistry	Earth	other	59
United_States	History	link	69
Physics	Sports	external	53
Mathematics	History	other	56
Wikipedia	Main_Page	link	43
Chemistry	Religion	other	50
History	Biology	other	55
other-external	Philosophy	external	50
Technology	Philosophy	link	53
Art	Geography	link	47
Art	English_language	external	63
Religion	United_States	link	49
other-internal	Physics	link	52
Biology	Physics	link	46
other-internal	Sports	link	50
Science	Art	external	41
Science	Literature	external	47
Geography	Sports	other	45
Science	Chemistry	other	70
History	World_War_II	other	51
Art	United_States	other	54
Chemistry	Main_Page	external	42
Mathematics	Religion	external	42
History	Literature	external	51
Geography	Geography	external	55
Earth	English_language	other	39
other-internal	Science	link	67
Wikipedia	Sports	external	46
Science	Chemistry	external	52
Religion	Science	link	44
Technology	World_War_II	external	62
other-empty	Mathematics	external	45
other-empty	Philosophy	link	47
other-internal	Physics	link	49
Music	Science	external	47
Main_Page	Wikipedia	external	56
other-search	Science	other	46
Religion	Sports	link	54
Art	Music	link	58
World_War_II	Art	external	44
Technology	Wikipedia	other	43
Technology	Art	link	44
Biology	United_States	other	52
Literature	Science	other	44
Chemistry	English_language	external	53
Technology	Philosophy	external	53
Literature	Geography	other	56
Mathematics	History	other	48
Science	Music	link	33
Mathematics	Technology	external	58
other-empty	Sports	link	39
other-empty	Music	other	44
United_States	Science	other	47
United_States	Biology	other	57
Wikipedia	Literature	other	49
Technology	Physics	link	49
Chemistry	Art	external	43
Art	English_language	link	54
Geography	Physics	link	40
other-empty	Sports	other	53
Earth	Main_Page	external	61
Main_Page	History	other	54
Music	Sports	other	60
United_States	Religion	link	50
Philosophy	Physics	link	47
Science	Wikipedia	external	50
Chemistry	Biology	external	43
English_language	English_language	link	43
Biology	United_States	external	53
Art	Earth	link	47
Mathematics	Geography	external	45
other-external	Philosophy	external	50
Science	Science	other	41
Earth	English_language	other	49
Physics	Earth	other	64
other-external	Main_Page	external	41
Philosophy	Chemistry	other	43
Religion	Science	link	52
Chemistry	Mathematics	other	54
Wikipedia	Technology	external	45
English_language	Religion	external	52
Wikipedia	History	external	39
Biology	Biology	other	55
Earth	Earth	other	46
Physics	Philosophy	external	48
History	Earth	link	50
World_War_II	Technology	other	50
History	World_War_II	link	53
Philosophy	Geography	other	42
Physics	Religion	external	42
Biology	Music	external	47
Philosophy	Biology	external	54
Music	History	link	59
Main_Page	Technology	external	62
Mathematics	Physics	link	49
History	Geography	external	64
Literature	Science	other	44
Chemistry	Philosophy	link	58
Chemistry	Mathematics	link	51
Music	Sports	external	50
Sports	Religion	link	44
Technology	Science	external	65
Philosophy	Religion	link	46
Science	Earth	other	63
Art	Physics	link	54
Geography	Sports	link	44
Religion	Philosophy	other	51
Religion	Religion	link	45
other-search	Science	other	50
Music	World_War_II	external	49
other-search	Religion	other	54
Wikipedia	Sports	other	62
Geography	Technology	other	45
Chemistry	Literature	external	50
Mathematics	United_States	external	50
United_States	Religion	other	47
Biology	Wikipedia	other	49
Literature	Philosophy	other	48
World_War_II	Religion	link	44
other-internal	History	link	44
Biology	Religion	other	37
other-empty	Technology	link	39
Chemistry	United_States	link	50
Chemistry	United_States	other	49
Art	Earth	other	42
other-empty	Sports	external	56
Art	World_War_II	external	56
Sports	Chemistry	other	54
Literature	Technology	other	44
Geography	Wikipedia	link	47
other-internal	Religion	external	35
United_States	Philosophy	external	47
Mathematics	Chemistry	link	45
Technology	Literature	link	54
other-external	Earth	external	51
Mathematics	Music	other	47
Art	Technology	external	46
Sports	Chemistry	link	58
other-internal	Technology	external	52
Religion	Physics	link	48
Physics	Science	link	57
Main_Page	Art	link	54
Mathematics	English_language	external	51
Geography	Literature	external	51
Geography	Earth	external	42
Earth	Literature	external	51
United_States	Philosophy	link	51
Earth	Geography	link	42
Wikipedia	Religion	link	56
Technology	Chemistry	external	50
Philosophy	History	other	44
other-empty	Main_Page	link	42
Religion	Mathematics	link	42
United_States	United_States	external	57
Science	United_States	external	44
Physics	Sports	external	57
Sports	Earth	link	47
other-empty	Art	external	57
Music	Art	link	56
Technology	Biology	other	42
Wikipedia	Mathematics	external	48
Earth	Earth	link	41
other-empty	Main_Page	link	49
Music	Religion	link	59
Science	Technology	link	51
other-external	United_States	other	38
History	Physics	link	44
Mathematics	Chemistry	external	54
Biology	Art	external	60
Science	English_language	link	45
English_language	Biology	link	40
Philosophy	Wikipedia	link	50
Religion	Religion	other	49
English_language	Technology	external	45
other-external	Literature	link	43
Religion	United_States	external	44
Science	Sports	external	52
Music	Geography	other	40
Art	Literature	link	59
Art	Religion	link	46
Philosophy	Art	other	59
English_language	Biology	link	51
English_language	Philosophy	external	58
Technology	English_language	link	52
Science	History	link	67
Art	Mathematics	external	42
English_language	United_States	other	45
Chemistry	Science	link	60
World_War_II	United_States	other	52
Chemistry	Chemistry	other	51
Chemistry	Science	link	50
Music	United_States	external	59
other-external	Geography	other	60
Literature	World_War_II	other	52
Mathematics	Literature	other	51
United_States	Technology	external	41
Art	Philosophy	external	46
Science	Biology	link	52
Geography	Technology	external	53
Chemistry	Geography	other	44
English_language	Mathematics	link	43
World_War_II	Music	other	48
Main_Page	Music	other	51
Philosophy	United_States	external	71
Earth	Biology	link	41
other-search	Physics	external	44
Literature	Biology	other	58
other-external	Wikipedia	link	58
Technology	Earth	other	55
Sports	Religion	other	52
History	Philosophy	link	53
Music	Art	link	53
Religion	Chemistry	link	46
Biology	Philosophy	link	57
Art	English_language	external	36
Music	Philosophy	link	50
other-internal	Literature	link	44
other-search	Earth	external	60
Music	Science	external	53
Science	Earth	other	44
Technology	Geography	external	40
Philosophy	Physics	link	65
Geography	United_States	link	47
Wikipedia	Biology	external	49
Religion	Geography	other	54
Technology	Sports	other	57
World_War_II	Earth	other	50
Biology	Chemistry	other	60
Literature	World_War_II	link	64
Physics	History	external	51
Literature	World_War_II	link	44
Main_Page	Sports	external	46
Physics	Main_Page	external	43
Sports	Main_Page	link	54
World_War_II	Earth	other	53
United_States	Science	external	64
World_War_II	Technology	link	43
Biology	Physics	external	46
other-search	Mathematics	external	52
Religion	Earth	external	56
Biology	United_States	other	54
History	Biology	other	36
English_language	Sports	other	61
Chemistry	Chemistry	link	36
other-search	Science	link	57
Technology	Sports	link	47
Earth	Geography	external	51
World_War_II	Art	link	50
World_War_II	English_language	link	62
other-external	Religion	external	42
Science	Religion	other	49
other-search	Science	link	40
other-external	Sports	external	46
Chemistry	Technology	other	41
other-internal	Religion	other	59
Main_Page	United_States	other	40
other-external	Mathematics	external	66
other-internal	Chemistry	external	54
Technology	English_language	external	54
Physics	United_States	other	42
Mathematics	Music	external	46
Religion	Mathematics	external	51
other-external	Chemistry	other	49
other-empty	English_language	link	43
Wikipedia	Mathematics	link	53
other-empty	Science	other	53
World_War_II	Earth	external	57
Music	Physics	link	45
Chemistry	Wikipedia	link	50
other-external	Geography	external	48
History	Wikipedia	other	47
Earth	World_War_II	external	48
Wikipedia	Mathematics	external	41
other-internal	Technology	external	60
other-internal	Music	external	45
Main_Page	Biology	external	59
English_language	Geography	other	46
Main_Page	Mathematics	other	62
Religion	Chemistry	external	50
other-external	Art	other	50
Earth	Literature	other	49
Main_Page	Philosophy	external	55
other-empty	World_War_II	external	48
English_language	Earth	link	27
Wikipedia	Chemistry	external	41
Chemistry	Chemistry	link	59
Wikipedia	Sports	external	48
Art	Science	other	41
History	Art	other	54
Mathematics	Religion	link	48
Mathematics	World_War_II	other	78
Sports	United_States	external	42
Religion	Chemistry	other	39
Religion	Literature	link	54
Mathematics	World_War_II	other	46
Sports	Music	link	36
Art	History	other	38
United_States	English_language	external	48
Music	Physics	other	50
Religion	Chemistry	link	52
Philosophy	Wikipedia	external	52
Earth	Earth	link	53
Geography	Wikipedia	external	52
other-external	Physics	other	42
History	Religion	link	48
World_War_II	Wikipedia	other	54
other-internal	Art	link	55
other-internal	Art	external	42
Mathematics	Philosophy	link	39
Technology	Mathematics	link	38
Mathematics	Literature	link	59
Science	History	link	47
Mathematics	Literature	external	63
other-empty	Literature	link	54
Sports	English_language	external	37
Chemistry	United_States	external	44
other-internal	Geography	other	55
other-internal	Music	other	53
English_language	Sports	link	47
English_language	History	external	56
Main_Page	Music	link	42
History	English_language	link	49
Literature	English_language	external	44
Technology	Sports	other	48
Science	Religion	external	51
Biology	Chemistry	external	46
Art	Art	external	55
other-external	Literature	external	55
Philosophy	Wikipedia	link	39
World_War_II	Science	link	56
Technology	Mathematics	link	48
History	Sports	other	48
Art	Sports	other	53
Earth	Religion	link	61
other-search	Music	link	40
other-external	Mathematics	other	50
Technology	Science	external	64
Mathematics	Sports	external	59
Earth	Chemistry	link	42
World_War_II	Wikipedia	external	53
Main_Page	Music	other	44
other-empty	English_language	external	60
Mathematics	Art	link	53
Literature	Art	external	54
World_War_II	Mathematics	other	53
History	Physics	other	44
Music	Chemistry	link	53
World_War_II	Physics	link	67
Chemistry	Wikipedia	link	54
Biology	Earth	other	36
English_language	Main_Page	external	49
Main_Page	Physics	other	58
History	Biology	external	49
Science	Physics	other	48
Science	Sports	link	49
other-empty	Main_Page	other	62
Sports	Biology	link	50
Mathematics	Main_Page	other	61
Mathematics	Wikipedia	link	55
Wikipedia	Philosophy	other	40
Wikipedia	Main_Page	other	59
United_States	World_War_II	other	50
other-internal	Literature	external	58
Technology	Literature	link	61
Philosophy	Sports	external	49
History	Science	external	46
Earth	History	link	54
English_language	Geography	external	55
other-search	Earth	other	54
Sports	Sports	external	43
Music	Physics	external	50
Philosophy	English_language	other	45
World_War_II	Biology	external	46
other-empty	Art	external	55
Sports	Music	link	47
Geography	Geography	external	56
Technology	Sports	link	58
Earth	Science	other	56
Philosophy	World_War_II	other	54
other-empty	Philosophy	other	53
Religion	English_language	external	54
Physics	English_language	external	55
Earth	Philosophy	external	59
other-empty	World_War_II	external	58
other-search	Geography	other	46
Biology	Wikipedia	other	48
other-internal	Main_Page	link	40
Sports	History	external	46
Mathematics	Philosophy	external	47
other-empty	Main_Page	external	44
Art	Geography	external	58
Science	Chemistry	external	48
Music	Music	external	48
Wikipedia	Geography	external	49
Science	Main_Page	other	46
other-empty	Religion	external	47
other-external	Science	link	45
Art	Earth	other	55
History	Art	link	50
English_language	Music	external	41
History	Philosophy	other	55
other-search	History	link	53
Philosophy	Biology	other	51
Literature	Philosophy	external	55
Mathematics	Art	link	59
Geography	Science	external	59
Literature	Physics	link	49
Music	Art	external	47
Geography	Biology	external	51
Wikipedia	Mathematics	link	54
Music	Chemistry	link	51
Mathematics	Religion	external	48
Biology	History	external	59
Technology	Music	other	61
Religion	English_language	external	49
Earth	Music	other	44
Mathematics	Physics	link	53
Wikipedia	Chemistry	other	49
Philosophy	Technology	other	54
other-external	Earth	link	64
Science	Geography	other	48
English_language	United_States	other	59
Chemistry	Sports	link	42
Chemistry	Physics	link	40
Wikipedia	United_States	link	55
Wikipedia	World_War_II	external	33
Religion	English_language	link	50
Biology	Wikipedia	other	46
Physics	Art	external	49
World_War_II	Physics	other	48
Music	Earth	link	57
other-search	History	link	48
other-external	Chemistry	link	49
Earth	Philosophy	other	45
other-external	Earth	link	62
Main_Page	Philosophy	link	49
Wikipedia	Literature	link	51
Sports	Science	other	43
Mathematics	Wikipedia	link	51
Earth	United_States	link	41
Earth	Sports	other	37
other-external	History	other	61
other-external	United_States	other	56
United_States	Main_Page	link	52
Art	Chemistry	external	54
Art	United_States	other	52
World_War_II	Philosophy	external	51
Chemistry	Art	external	47
History	Art	link	46
other-external	Wikipedia	external	40
other-empty	Philosophy	other	50
Mathematics	Music	other	50
Science	Music	other	52
other-internal	English_language	other	44
other-external	Science	link	45
English_language	Art	other	46
Technology	Geography	external	33
Chemistry	Philosophy	external	56
United_States	Geography	other	56
English_language	Technology	other	54
Physics	Art	link	46
Wikipedia	Religion	external	41
Technology	Sports	external	54
World_War_II	Main_Page	link	57
other-external	Philosophy	external	43
Physics	United_States	external	39
Philosophy	Main_Page	link	53
United_States	Art	other	47
Religion	Technology	other	54
History	Main_Page	link	48
other-external	Geography	link	40
other-empty	Main_Page	external	47
Sports	Biology	link	51
Geography	Geography	link	40
other-internal	History	other	51
Philosophy	Biology	other	61
Science	Wikipedia	external	47
United_States	Mathematics	external	48
English_language	Art	link	52
Technology	Science	external	48
Literature	Music	external	49
Art	Art	other	58
Mathematics	World_War_II	link	51
Wikipedia	Art	external	58
Mathematics	Religion	other	51
Geography	Sports	other	61
English_language	Earth	external	48
Sports	Earth	link	59
other-empty	Earth	external	43
World_War_II	Main_Page	external	46
Earth	Physics	other	53
Mathematics	Science	link	49
Chemistry	Art	external	37
English_language	History	external	52
Sports	Art	external	40
World_War_II	Chemistry	other	58
English_language	Sports	other	53
Music	English_language	other	47
World_War_II	Mathematics	other	60
other-search	Biology	external	51
Science	Physics	link	52
Religion	English_language	link	37
Sports	English_language	link	44
Literature	Earth	link	54
Religion	History	other	46
Chemistry	History	link	64
Technology	Literature	other	41
Science	Technology	external	51
other-search	Literature	other	38
Geography	Music	external	57
other-external	United_States	external	54
Technology	Earth	external	50
World_War_II	Mathematics	link	40
History	Technology	other	44
Science	Philosophy	other	51
English_language	Earth	external	53
Physics	Sports	external	45
History	History	external	62
Wikipedia	Science	external	51
Main_Page	History	external	55
Geography	Music	other	57
Science	Main_Page	external	62
Main_Page	Mathematics	other	52
other-internal	Biology	link	49
English_language	Physics	other	52
Science	Wikipedia	external	44
World_War_II	English_language	other	53
Geography	Music	external	53
other-empty	History	external	52
Wikipedia	Music	other	55
Art	Philosophy	other	47
Literature	Physics	external	46
Religion	English_language	link	50
Earth	Geography	other	66
Physics	Wikipedia	link	53
Chemistry	Main_Page	external	53
other-external	Music	external	44
United_States	Earth	external	43
Earth	Geography	link	39
Biology	Philosophy	link	61
United_States	Philosophy	other	37
Biology	Sports	external	60
English_language	Earth	other	42
Art	Music	other	35
Chemistry	Literature	link	50
Art	Wikipedia	link	50
Art	Science	link	56
Main_Page	History	link	46
other-internal	Music	external	49
Music	World_War_II	external	43
Earth	Religion	external	60
Earth	Religion	external	44
Biology	Earth	other	52
Philosophy	Biology	link	49
other-empty	Physics	other	60
Wikipedia	Main_Page	other	60
Physics	Wikipedia	link	50
Science	Sports	external	59
Music	Literature	other	37
Physics	Earth	external	50
Art	World_War_II	other	51
Music	History	other	48
Mathematics	Physics	other	49
Music	Music	external	54
other-search	Literature	other	50
Literature	History	link	56
Art	Mathematics	other	45
other-external	English_language	other	48
Main_Page	English_language	external	60
Geography	Philosophy	external	57
Sports	World_War_II	link	54
Literature	Art	external	49
Main_Page	Religion	other	43
other-external	Physics	link	54
other-internal	Religion	other	59
Biology	Religion	link	42
Music	Religion	other	50
Religion	Art	external	62
other-external	Earth	external	42
other-internal	Music	external	53
Wikipedia	Art	link	52
Wikipedia	Biology	external	45
Main_Page	English_language	link	65
other-internal	Philosophy	external	48
Philosophy	Literature	other	59
Wikipedia	Religion	other	44
Physics	Philosophy	link	59
Sports	English_language	external	59
Earth	Earth	external	48
Art	Art	link	62
Sports	Art	external	55
Technology	Chemistry	other	38
other-external	Geography	external	50
Science	Philosophy	other	55
Physics	Wikipedia	link	51
other-empty	Mathematics	link	51
Main_Page	Physics	external	50
other-search	Main_Page	other	46
Earth	Sports	other	40
Wikipedia	Wikipedia	other	48
other-empty	Chemistry	link	53
Main_Page	Art	other	54
