prev	curr	type	n
Physics	Chemistry	external	48
Biology	Sports	link	47
Main_Page	Music	external	54
Geography	Main_Page	external	48
Biology	United_States	other	48
Chemistry	Art	link	36
United_States	Main_Page	other	54
Science	Wikipedia	external	53
Biology	Wikipedia	other	51
Main_Page	English_language	external	51
Chemistry	United_States	link	47
History	United_States	external	41
other-search	Art	other	52
Chemistry	Main_Page	external	51
other-external	Mathematics	link	49
English_language	Physics	other	54
Sports	World_War_II	external	53
other-empty	Literature	link	49
World_War_II	Main_Page	external	56
Sports	Literature	other	48
Literature	Music	other	53
Mathematics	Music	other	58
Earth	Geography	external	58
English_language	Chemistry	link	52
Technology	Physics	external	70
Physics	Technology	other	50
Religion	Music	link	73
United_States	Philosophy	link	58
Religion	Physics	link	43
World_War_II	English_language	external	44
Geography	Biology	external	59
English_language	English_language	other	47
Chemistry	English_language	other	45
Literature	History	other	49
Science	Earth	other	57
Technology	Geography	link	45
Sports	Physics	link	58
other-external	Main_Page	other	51
other-search	Mathematics	external	55
English_language	Technology	link	44
Biology	Religion	other	43
Earth	Philosophy	link	51
Literature	Literature	other	55
Sports	Chemistry	other	56
Sports	Literature	external	45
Sports	Religion	external	46
Sports	World_War_II	external	51
other-internal	Wikipedia	link	46
other-external	Literature	other	35
Literature	Music	other	35
Physics	Science	other	44
Biology	Physics	link	35
United_States	United_States	other	45
World_War_II	World_War_II	external	56
other-internal	Biology	external	44
other-external	Philosophy	other	48
Literature	Religion	link	53
other-empty	Geography	external	51
other-external	Mathematics	external	59
United_States	Mathematics	link	50
World_War_II	Main_Page	external	56
Religion	Literature	external	39
World_War_II	Art	other	45
Wikipedia	Biology	other	54
World_War_II	Philosophy	link	52
Earth	Religion	external	52
Music	Earth	other	48
United_States	Earth	other	55
Music	Religion	external	57
Main_Page	Chemistry	external	58
Mathematics	Chemistry	other	68
Chemistry	Art	external	46
Music	Chemistry	link	47
United_States	Main_Page	link	65
World_War_II	Music	link	60
Science	Physics	other	38
United_States	Literature	other	47
Technology	Art	external	42
Literature	Literature	link	40
Philosophy	Wikipedia	external	44
United_States	Philosophy	other	59
Physics	United_States	external	44
other-search	Literature	link	46
Wikipedia	Main_Page	other	35
other-empty	English_language	external	55
Main_Page	Biology	link	50
Art	Physics	link	51
Technology	Wikipedia	external	46
Music	Sports	link	57
Chemistry	Technology	external	54
Philosophy	Philosophy	other	39
Religion	Mathematics	external	56
English_language	Sports	link	43
English_language	Sports	other	35
Religion	Earth	external	36
Main_Page	Earth	link	47
Main_Page	English_language	other	50
Technology	World_War_II	other	61
History	World_War_II	external	49
Chemistry	Main_Page	link	46
Philosophy	Philosophy	other	59
Wikipedia	History	external	53
Main_Page	Religion	external	65
other-internal	Philosophy	other	49
Mathematics	Wikipedia	external	54
United_States	Literature	external	44
World_War_II	Religion	external	43
Mathematics	History	other	47
other-internal	Religion	other	45
other-search	English_language	external	50
Sports	Science	external	56
Physics	Geography	external	54
Religion	Sports	other	45
other-external	Philosophy	other	49
Wikipedia	World_War_II	external	53
Biology	World_War_II	external	58
Philosophy	Technology	link	57
Physics	Philosophy	external	47
Wikipedia	History	other	38
Chemistry	Main_Page	external	41
Music	Technology	external	47
World_War_II	English_language	external	44
Wikipedia	Wikipedia	other	43
Music	Literature	link	58
Geography	Wikipedia	link	42
other-internal	Chemistry	other	45
History	Literature	other	69
Physics	Wikipedia	external	65
Literature	Philosophy	link	44
other-empty	Earth	other	44
Biology	Mathematics	link	48
Art	Religion	external	47
Religion	World_War_II	external	45
Mathematics	Literature	link	47
Science	Technology	other	44
Chemistry	Biology	external	43
Literature	Geography	external	57
Religion	World_War_II	external	52
Literature	Science	link	52
Music	Science	link	40
Music	Mathematics	external	46
History	Geography	external	54
Technology	Philosophy	link	53
Chemistry	Wikipedia	external	54
Physics	Chemistry	other	41
Geography	Literature	link	54
Technology	Chemistry	external	55
Earth	Music	external	44
Earth	Main_Page	external	46
other-search	Philosophy	link	47
other-search	Earth	external	56
Mathematics	Biology	external	54
Religion	Chemistry	other	59
Religion	Geography	other	63
English_language	Sports	link	55
World_War_II	Literature	link	44
other-empty	Religion	other	46
Geography	Music	external	56
Biology	United_States	other	53
Art	Mathematics	external	43
Physics	Main_Page	link	51
Literature	English_language	other	41
Sports	United_States	link	62
Literature	Chemistry	link	59
Chemistry	Music	external	56
Chemistry	Earth	link	42
other-search	Wikipedia	other	56
Music	Wikipedia	link	60
United_States	History	external	48
other-external	Biology	link	52
Art	Earth	other	64
Geography	Main_Page	other	55
English_language	Technology	external	51
Science	Science	external	46
Literature	World_War_II	link	42
Philosophy	Religion	link	49
Philosophy	Sports	link	49
other-internal	Mathematics	external	45
United_States	Technology	link	58
other-search	Geography	link	46
Mathematics	English_language	other	48
Physics	Biology	external	44
Wikipedia	World_War_II	link	50
Art	World_War_II	other	38
Earth	Literature	other	50
Earth	Biology	external	51
Religion	Music	external	50
Geography	Music	external	51
World_War_II	Physics	external	48
Main_Page	Biology	link	56
World_War_II	English_language	external	39
English_language	World_War_II	link	57
World_War_II	English_language	link	42
other-external	Geography	other	42
Philosophy	Physics	link	57
Main_Page	Technology	link	46
Mathematics	Chemistry	link	57
History	Sports	link	46
other-empty	Sports	link	43
Philosophy	World_War_II	link	52
Physics	English_language	external	49
other-search	Physics	link	54
other-search	Science	external	48
Philosophy	Wikipedia	other	41
Earth	English_language	other	49
Sports	Main_Page	link	47
Wikipedia	Art	other	46
Philosophy	History	other	42
Wikipedia	Literature	other	47
Mathematics	Technology	external	52
Science	Biology	external	54
Sports	Science	external	52
Music	Religion	other	44
World_War_II	Music	external	55
Religion	Wikipedia	external	49
other-search	Music	link	59
English_language	Philosophy	link	54
other-internal	Geography	external	44
Mathematics	Philosophy	other	54
Technology	Philosophy	other	51
Geography	Biology	external	44
History	Geography	external	49
United_States	Literature	other	37
Technology	Art	external	41
Main_Page	Music	link	47
other-external	Earth	link	49
Mathematics	Art	external	45
Chemistry	Main_Page	external	48
Geography	Physics	other	29
Art	United_States	external	40
Philosophy	Music	other	58
Biology	Science	link	52
Science	Chemistry	external	52
Main_Page	Philosophy	external	56
Main_Page	English_language	other	48
Chemistry	Religion	other	59
Music	Technology	other	54
other-search	Geography	link	53
other-empty	Literature	external	62
English_language	Chemistry	link	51
World_War_II	Earth	link	59
History	Mathematics	other	55
Sports	United_States	link	51
Wikipedia	Technology	other	58
Main_Page	Main_Page	other	43
United_States	Music	external	47
other-empty	Philosophy	external	51
Earth	Technology	other	44
other-search	Sports	link	48
World_War_II	Philosophy	external	47
Music	Chemistry	other	58
World_War_II	Art	link	45
Religion	Mathematics	other	49
Literature	Geography	other	44
other-internal	Science	external	65
other-empty	Music	external	57
other-internal	Geography	link	53
Art	History	external	52
Chemistry	History	other	39
Art	Sports	link	35
Science	History	link	49
other-external	Wikipedia	link	42
World_War_II	Biology	link	49
other-search	Geography	link	36
Chemistry	Art	other	56
other-internal	Philosophy	link	54
Technology	Art	other	46
other-external	Religion	other	49
Physics	Philosophy	external	48
Technology	Geography	link	56
Literature	Mathematics	link	50
Chemistry	Wikipedia	external	39
Art	Chemistry	link	47
Technology	Main_Page	other	45
Science	Technology	external	46
Art	Philosophy	link	49
English_language	Sports	link	45
Science	Literature	external	55
Religion	Main_Page	other	58
other-internal	World_War_II	external	41
History	Music	other	61
Wikipedia	Wikipedia	external	49
other-external	English_language	other	63
Art	Main_Page	link	48
Music	Technology	other	45
Geography	Mathematics	link	48
Sports	English_language	other	49
Religion	Earth	link	42
World_War_II	Mathematics	external	41
Literature	Chemistry	external	35
Religion	World_War_II	external	45
Mathematics	Earth	external	51
Chemistry	Art	external	55
World_War_II	Literature	link	47
Art	Wikipedia	link	55
United_States	Main_Page	other	47
Chemistry	Mathematics	other	57
English_language	Mathematics	other	49
Biology	Mathematics	other	45
Wikipedia	World_War_II	external	49
Science	Chemistry	link	45
History	Technology	external	47
Biology	Wikipedia	other	47
Physics	Physics	other	61
Sports	Religion	external	47
Science	Science	external	58
other-internal	History	other	51
Music	Philosophy	other	40
other-empty	Philosophy	link	53
Philosophy	Religion	link	48
Earth	History	external	51
English_language	Wikipedia	external	37
other-search	Sports	link	50
Mathematics	Geography	link	36
Technology	Chemistry	external	49
Technology	English_language	other	44
World_War_II	History	external	58
Wikipedia	Earth	other	55
World_War_II	English_language	external	51
Chemistry	United_States	other	49
other-empty	Literature	external	40
Religion	Literature	other	52
English_language	Main_Page	link	47
Earth	History	external	41
English_language	Art	external	64
Religion	Earth	external	42
World_War_II	Main_Page	link	46
other-empty	Religion	other	60
Technology	Science	link	48
Wikipedia	Religion	external	47
Philosophy	English_language	other	60
Technology	Religion	other	45
Physics	Physics	external	50
Literature	United_States	link	49
other-empty	Music	other	49
Literature	Biology	link	47
Technology	United_States	link	50
Philosophy	Sports	link	62
Biology	Science	other	62
History	Technology	other	55
Geography	Philosophy	external	50
Literature	Earth	link	53
Chemistry	Science	link	52
other-search	Religion	external	63
Music	Main_Page	link	58
Earth	World_War_II	link	47
other-search	Music	other	45
Sports	Earth	other	60
Wikipedia	Main_Page	link	40
Geography	Art	link	50
World_War_II	Sports	external	48
Physics	Wikipedia	link	41
Wikipedia	Biology	link	42
Literature	Physics	external	47
Main_Page	Earth	link	54
World_War_II	Religion	external	51
Science	Wikipedia	other	43
Mathematics	Earth	link	54
Art	World_War_II	link	62
World_War_II	World_War_II	link	36
Literature	Earth	external	45
other-search	Mathematics	other	45
other-search	Music	other	48
Technology	Religion	external	47
Biology	Wikipedia	link	47
English_language	Sports	external	37
other-internal	Technology	link	37
other-external	Philosophy	external	44
Sports	Geography	other	51
other-search	Earth	other	57
Wikipedia	Mathematics	other	58
Mathematics	Art	external	48
Physics	Sports	other	60
other-search	World_War_II	link	53
Art	Sports	external	42
Literature	United_States	external	47
Science	Literature	external	55
Science	Chemistry	link	48
United_States	Wikipedia	link	44
Literature	Wikipedia	external	39
Earth	Geography	other	58
Wikipedia	Mathematics	external	49
English_language	Mathematics	other	53
Mathematics	Philosophy	link	56
Earth	United_States	other	40
Philosophy	Science	other	47
English_language	Sports	link	48
Geography	Music	external	50
other-empty	Philosophy	other	55
Biology	Main_Page	link	54
World_War_II	Wikipedia	other	49
Main_Page	Mathematics	external	46
Chemistry	Religion	link	51
Geography	Science	other	39
other-internal	World_War_II	other	39
Physics	Physics	other	52
other-internal	Biology	link	51
other-internal	Physics	other	57
Wikipedia	Sports	external	44
History	Geography	external	47
Religion	Music	external	55
Art	Geography	other	61
Science	Physics	external	43
other-internal	Art	other	47
Religion	World_War_II	link	42
other-search	Wikipedia	external	59
Technology	Religion	link	47
Philosophy	Geography	external	43
Biology	Music	external	55
Chemistry	United_States	link	55
Science	Geography	link	52
Philosophy	English_language	external	53
World_War_II	Art	other	45
Literature	Geography	external	56
Physics	Biology	other	43
Mathematics	Physics	other	59
Geography	Sports	external	56
other-internal	History	other	43
other-empty	English_language	link	60
Music	Religion	other	44
Earth	Religion	external	63
Technology	Philosophy	other	37
Art	Science	link	46
Physics	Geography	other	53
other-external	World_War_II	other	53
Biology	Earth	link	48
Technology	Music	external	52
Chemistry	Art	external	54
other-internal	Earth	link	46
Technology	World_War_II	other	59
Biology	United_States	other	50
History	English_language	link	48
Philosophy	Physics	external	45
History	Physics	external	43
Earth	Sports	link	51
Technology	Geography	other	54
Science	Geography	link	42
Mathematics	Technology	external	55
Chemistry	English_language	external	58
Chemistry	Biology	external	44
Chemistry	English_language	link	54
Mathematics	Geography	external	57
English_language	World_War_II	link	48
Chemistry	Music	link	46
Earth	Philosophy	external	53
Music	Religion	other	59
Technology	Main_Page	link	48
Philosophy	Physics	external	56
Music	Religion	other	45
other-external	Philosophy	external	48
other-external	Main_Page	external	51
Physics	Biology	other	53
Religion	Earth	other	62
Earth	Mathematics	link	56
Mathematics	United_States	external	50
Art	English_language	external	45
Art	History	external	49
Mathematics	Earth	link	50
other-search	Science	other	51
Science	Chemistry	other	39
English_language	United_States	other	55
Religion	Main_Page	link	52
Technology	Sports	external	55
Technology	English_language	link	55
Music	Technology	link	47
Geography	Physics	external	59
Biology	Music	external	46
Religion	Technology	external	43
Music	Wikipedia	external	49
History	Literature	external	46
Wikipedia	Science	external	47
Physics	History	link	40
Religion	Physics	link	56
Mathematics	Sports	external	44
Biology	History	external	48
Philosophy	Art	external	58
Sports	Science	link	48
Earth	Literature	other	53
Art	History	external	50
English_language	Mathematics	other	52
Science	Literature	link	49
Music	Chemistry	other	55
Earth	Religion	other	52
Philosophy	English_language	link	55
History	English_language	external	44
Art	Earth	link	59
Wikipedia	Religion	other	59
United_States	Chemistry	other	43
Religion	Religion	other	34
other-internal	History	other	31
Sports	Physics	link	58
Main_Page	Art	other	53
Art	World_War_II	link	45
Chemistry	Earth	other	49
Physics	Main_Page	link	49
Main_Page	Chemistry	external	56
Main_Page	Physics	link	59
Chemistry	Music	external	42
Physics	Music	external	41
Biology	Chemistry	link	67
Wikipedia	Science	other	43
English_language	Main_Page	external	46
History	Philosophy	other	52
other-empty	Sports	external	46
Wikipedia	Technology	external	55
World_War_II	Religion	external	46
Literature	Physics	external	46
Literature	Religion	external	47
World_War_II	Mathematics	link	52
Science	World_War_II	external	48
Mathematics	Science	link	46
English_language	Art	external	46
Music	Geography	external	56
Physics	Biology	other	48
Philosophy	Chemistry	other	55
Literature	Earth	other	51
Philosophy	Chemistry	external	56
other-internal	Earth	external	52
History	Chemistry	other	54
Sports	Religion	external	41
Wikipedia	Sports	link	62
Main_Page	History	other	44
Literature	Geography	other	50
Sports	Main_Page	other	49
Geography	Main_Page	external	47
Chemistry	Main_Page	external	47
Biology	Chemistry	external	56
other-empty	Biology	external	45
other-search	Geography	external	47
Mathematics	Philosophy	external	47
World_War_II	Technology	external	48
Wikipedia	English_language	other	45
Music	Science	other	55
Philosophy	English_language	other	48
Music	Biology	other	59
Biology	History	external	44
Earth	Music	external	45
Biology	Art	other	35
Sports	World_War_II	link	41
other-external	United_States	link	41
Geography	Wikipedia	other	46
Main_Page	Chemistry	external	60
Art	Science	link	52
Technology	Biology	link	62
World_War_II	Technology	other	43
World_War_II	Religion	link	50
Philosophy	Sports	other	50
Main_Page	Biology	external	57
Geography	Philosophy	external	46
United_States	Art	external	58
other-empty	Philosophy	external	51
Religion	Religion	external	47
other-empty	Geography	external	50
Biology	Literature	link	52
Technology	Religion	other	48
Earth	World_War_II	link	60
Music	Chemistry	external	59
Mathematics	Chemistry	other	45
Geography	Chemistry	other	46
Sports	Mathematics	external	43
other-search	Wikipedia	external	45
Technology	Science	external	44
Art	Physics	external	52
Literature	Wikipedia	external	44
English_language	Literature	link	40
Sports	Religion	other	53
Physics	Religion	link	46
other-search	Art	external	59
History	Physics	other	47
Physics	Mathematics	other	43
Earth	Mathematics	external	57
Philosophy	World_War_II	external	54
Science	Science	other	43
History	Music	other	46
Main_Page	Science	other	57
Physics	Music	other	46
World_War_II	World_War_II	other	41
United_States	Technology	link	56
Wikipedia	Music	link	61
Religion	Philosophy	link	58
Philosophy	Philosophy	link	47
Main_Page	Science	other	43
Geography	Philosophy	link	45
World_War_II	Art	external	44
Music	Physics	external	48
other-external	Earth	link	49
Earth	Mathematics	link	43
Physics	Religion	external	58
other-internal	Biology	other	44
Philosophy	Wikipedia	external	47
English_language	Physics	other	59
Chemistry	Science	external	45
other-external	Sports	other	58
History	Mathematics	link	53
Philosophy	Geography	link	36
English_language	World_War_II	other	47
Main_Page	Technology	link	42
Literature	English_language	other	58
other-search	Main_Page	link	47
Geography	Wikipedia	link	45
Art	Mathematics	link	55
United_States	Earth	external	52
other-empty	Wikipedia	link	38
Mathematics	Philosophy	external	51
other-external	United_States	link	41
Wikipedia	World_War_II	external	57
Physics	History	other	53
Sports	Geography	external	48
Music	Philosophy	external	51
United_States	Earth	other	57
Science	Sports	other	53
Art	Art	other	53
Mathematics	History	other	61
Physics	Main_Page	other	41
English_language	Biology	other	51
Biology	Religion	external	48
United_States	Religion	link	43
Literature	World_War_II	external	43
Science	Geography	external	36
other-internal	Literature	other	63
World_War_II	Music	external	45
Philosophy	Literature	link	47
Mathematics	Main_Page	other	48
Literature	Chemistry	other	46
Science	English_language	external	44
other-search	Technology	link	60
Philosophy	Music	other	68
Science	Technology	other	64
Literature	United_States	link	58
other-external	English_language	other	50
Science	United_States	external	48
Physics	Philosophy	link	50
Mathematics	Science	external	50
World_War_II	Main_Page	external	45
Science	Art	other	62
Literature	Biology	external	59
English_language	World_War_II	external	56
Physics	Earth	other	51
other-external	Geography	other	46
History	Sports	link	60
Literature	Philosophy	other	47
United_States	Geography	other	49
World_War_II	Earth	other	37
Music	Biology	external	52
Art	Technology	link	52
Philosophy	Sports	link	46
Music	Philosophy	link	43
Art	History	external	43
Sports	Philosophy	other	54
Physics	Sports	external	53
Wikipedia	Chemistry	external	48
Earth	Chemistry	link	43
Biology	Earth	external	52
other-external	Chemistry	other	47
Technology	Music	other	51
Mathematics	History	other	56
Geography	Physics	link	45
Chemistry	History	external	36
Earth	Main_Page	other	46
English_language	Technology	external	48
other-search	Earth	other	46
Technology	Wikipedia	external	54
Mathematics	Main_Page	link	42
Earth	Geography	external	52
Literature	Biology	other	55
other-external	Wikipedia	external	48
Science	English_language	link	41
History	Physics	other	44
other-external	Music	external	46
English_language	Science	external	65
Science	United_States	link	49
Earth	Geography	other	61
Religion	Mathematics	link	49
Main_Page	World_War_II	link	43
other-empty	Religion	external	64
Main_Page	Technology	other	58
Literature	Mathematics	link	45
other-internal	Sports	other	49
Main_Page	English_language	link	45
Technology	Philosophy	link	56
other-empty	Physics	link	59
Science	Geography	link	51
Earth	Science	link	37
Main_Page	Biology	other	59
History	Main_Page	external	51
United_States	Literature	external	38
Music	History	external	54
Chemistry	Literature	other	59
Religion	World_War_II	other	44
Biology	Chemistry	other	42
English_language	United_States	external	47
other-search	United_States	other	44
Technology	United_States	external	40
Main_Page	Philosophy	external	52
English_language	History	external	60
Physics	Chemistry	link	61
World_War_II	Biology	other	51
Technology	Main_Page	other	55
Art	Art	other	59
Religion	Religion	other	50
World_War_II	Music	external	52
World_War_II	Sports	other	50
Philosophy	Religion	external	53
Literature	English_language	link	63
other-search	United_States	link	44
Art	United_States	external	56
other-internal	Philosophy	link	46
English_language	Wikipedia	external	57
Technology	Sports	external	49
Sports	Technology	external	47
Technology	Sports	external	51
Music	English_language	link	45
Sports	Religion	other	56
Technology	Philosophy	other	59
Mathematics	Chemistry	link	54
Geography	United_States	link	41
other-search	Physics	external	51
Main_Page	Technology	other	51
Sports	Chemistry	external	61
Biology	Science	external	46
other-empty	Art	other	51
Mathematics	English_language	external	39
English_language	Mathematics	link	54
Art	Chemistry	external	54
Art	Main_Page	other	55
Science	Earth	link	49
Main_Page	Wikipedia	link	47
Physics	Science	external	39
Sports	Earth	external	48
Philosophy	Geography	external	55
other-search	Main_Page	link	42
Biology	Geography	other	55
other-internal	Art	link	51
Biology	Wikipedia	link	39
Sports	World_War_II	link	41
Wikipedia	United_States	link	55
Earth	English_language	link	38
Main_Page	Art	external	45
Wikipedia	Music	other	40
Science	Physics	other	59
Technology	Physics	link	45
Literature	Chemistry	other	47
Mathematics	Music	link	46
World_War_II	English_language	link	46
Technology	History	link	50
Music	Music	other	60
English_language	World_War_II	external	51
History	Science	link	48
Science	Wikipedia	link	56
World_War_II	World_War_II	other	48
Biology	Sports	link	48
Geography	Music	other	44
Art	Literature	link	45
Wikipedia	Music	link	33
other-search	Biology	other	56
Physics	Earth	external	51
Geography	Sports	link	47
Technology	Art	external	54
Main_Page	Main_Page	link	47
Biology	Technology	other	37
Wikipedia	United_States	other	44
English_language	Music	link	46
Biology	English_language	link	43
Literature	Philosophy	link	51
History	Science	link	49
Art	Wikipedia	external	51
Wikipedia	Biology	link	53
Chemistry	Geography	link	47
Technology	Geography	link	53
Sports	Music	other	68
other-external	Music	external	48
World_War_II	Main_Page	external	50
Technology	World_War_II	link	47
Physics	Science	external	47
Earth	Wikipedia	external	55
Religion	Earth	external	46
Wikipedia	History	other	44
Literature	Geography	other	51
Physics	Technology	link	40
Music	Mathematics	link	55
other-internal	Science	link	44
Physics	History	link	51
Philosophy	Music	link	47
World_War_II	Technology	other	50
other-external	Main_Page	link	54
Technology	English_language	external	61
United_States	English_language	other	66
Religion	Sports	other	47
World_War_II	Religion	link	47
Biology	Earth	other	45
Main_Page	Literature	other	60
Biology	Philosophy	external	42
other-internal	Science	external	36
Sports	Science	external	56
other-empty	Technology	link	57
English_language	Geography	link	51
World_War_II	Sports	external	56
History	Science	link	46
Biology	History	other	49
Wikipedia	Art	external	31
other-internal	Art	external	52
Art	Earth	other	49
History	United_States	external	61
Philosophy	Technology	link	49
Philosophy	World_War_II	link	50
other-search	Physics	external	53
United_States	Philosophy	other	51
History	World_War_II	external	50
English_language	Wikipedia	other	44
Literature	Earth	link	40
United_States	English_language	other	57
Technology	Chemistry	link	46
Music	Technology	link	45
Literature	Geography	external	53
other-search	Sports	link	51
Chemistry	Sports	other	52
Philosophy	Philosophy	external	55
Earth	Main_Page	link	50
United_States	Science	external	60
Literature	Music	external	49
English_language	Sports	other	47
Wikipedia	History	external	57
Chemistry	History	external	38
Religion	Literature	link	56
Chemistry	Biology	external	42
Mathematics	Earth	external	58
Religion	Geography	external	60
other-empty	Philosophy	external	52
History	Earth	link	46
Technology	Earth	other	64
World_War_II	Geography	other	56
English_language	World_War_II	other	65
Science	Physics	external	52
Mathematics	Physics	other	51
Biology	World_War_II	link	43
Earth	Art	other	51
other-search	World_War_II	external	48
Science	Mathematics	other	45
Geography	United_States	link	50
History	Biology	link	50
World_War_II	History	external	56
United_States	Music	external	41
Chemistry	Sports	other	55
other-external	Music	external	55
Geography	Mathematics	link	44
Earth	Literature	external	51
Sports	Philosophy	link	50
Mathematics	History	link	50
Mathematics	Earth	link	52
Art	Main_Page	other	40
Technology	Geography	link	40
Science	History	other	61
Music	Geography	link	46
other-search	Chemistry	other	36
Sports	Sports	link	69
other-external	Religion	other	42
Religion	Earth	external	51
English_language	Chemistry	other	52
Science	Sports	other	47
World_War_II	Religion	other	55
other-search	World_War_II	link	53
other-search	Religion	link	50
Earth	Geography	other	43
Science	World_War_II	external	37
Main_Page	Chemistry	other	45
English_language	History	link	45
Main_Page	United_States	link	61
other-empty	Earth	external	54
Mathematics	Art	external	45
Physics	Music	external	39
Chemistry	Art	link	43
Literature	Earth	other	48
Mathematics	Earth	link	47
English_language	Wikipedia	other	44
Wikipedia	Chemistry	external	52
Wikipedia	Sports	other	63
English_language	Main_Page	link	61
Science	Philosophy	external	41
other-empty	Physics	link	43
other-internal	United_States	other	50
Religion	History	external	54
Sports	Wikipedia	link	55
Wikipedia	Music	other	53
History	World_War_II	other	50
Music	English_language	link	41
other-external	Science	link	45
Geography	Main_Page	external	51
Main_Page	World_War_II	other	56
Literature	Music	link	46
Sports	Sports	other	39
Music	Religion	other	45
Art	Earth	external	48
Biology	English_language	link	53
Mathematics	Technology	external	40
World_War_II	History	external	36
Science	Sports	external	47
other-internal	Sports	other	50
Geography	Religion	external	50
Chemistry	Physics	other	42
History	Philosophy	external	33
Physics	English_language	link	39
Physics	Wikipedia	link	43
other-external	Earth	external	64
Philosophy	Mathematics	link	57
Religion	Chemistry	external	47
Science	Religion	link	41
Technology	English_language	link	52
other-empty	World_War_II	other	40
United_States	Geography	link	39
other-external	Art	external	43
Literature	Geography	external	50
World_War_II	Religion	other	44
History	Music	external	53
Religion	English_language	external	48
Science	Sports	link	54
other-external	World_War_II	external	45
other-internal	Literature	other	60
Wikipedia	Religion	link	59
World_War_II	Earth	external	55
Literature	Science	link	44
Chemistry	Wikipedia	external	49
Philosophy	Music	other	41
Earth	Technology	link	44
Sports	Wikipedia	other	55
Science	Religion	other	48
Wikipedia	Biology	link	39
Mathematics	Earth	link	61
other-internal	Sports	external	51
Earth	History	link	45
Main_Page	Science	external	37
other-external	Geography	link	50
Biology	Physics	external	42
Geography	Chemistry	other	48
Geography	Wikipedia	other	35
Geography	World_War_II	link	40
Religion	Technology	external	49
History	Literature	link	62
Technology	Physics	link	53
Physics	Main_Page	external	53
Science	World_War_II	other	54
Sports	Sports	link	47
Philosophy	Earth	link	56
other-search	Mathematics	other	48
Mathematics	Geography	external	53
other-internal	Main_Page	external	57
History	Chemistry	external	56
Philosophy	Physics	external	48
United_States	Biology	external	54
other-search	Biology	other	42
Mathematics	Art	other	55
Earth	Geography	link	45
Geography	English_language	other	41
Science	United_States	external	52
Art	Art	link	42
English_language	Chemistry	link	51
Science	Main_Page	external	47
Main_Page	Earth	external	37
Physics	United_States	other	55
Music	Geography	link	47
Wikipedia	Mathematics	other	51
United_States	Science	link	49
Wikipedia	Biology	external	49
Music	World_War_II	other	51
other-search	History	other	59
Biology	Wikipedia	other	55
Religion	Literature	other	50
Physics	Philosophy	other	49
Biology	Literature	other	42
Philosophy	Religion	link	63
other-search	History	link	37
Science	Main_Page	external	45
Religion	Music	link	52
Philosophy	Chemistry	other	57
other-internal	Mathematics	link	53
other-internal	Technology	external	43
Science	Music	other	53
Philosophy	English_language	link	51
Mathematics	Biology	link	59
other-internal	Technology	link	38
Science	Art	external	55
Geography	Art	other	52
Literature	Sports	external	46
Art	Music	link	61
Sports	Philosophy	external	61
other-external	Religion	link	62
other-internal	United_States	external	43
Music	Technology	other	50
World_War_II	World_War_II	link	60
Science	Physics	external	50
Philosophy	Geography	link	46
Music	Philosophy	external	51
Literature	Technology	link	46
other-empty	Literature	link	45
World_War_II	Literature	other	56
Chemistry	Biology	other	58
Literature	Technology	other	50
Wikipedia	Main_Page	external	51
other-search	Technology	external	45
Earth	History	other	54
Religion	Earth	other	45
Earth	Religion	other	50
other-search	History	external	59
other-external	Philosophy	other	43
other-empty	World_War_II	external	47
Music	Philosophy	link	44
Physics	Art	link	53
Main_Page	English_language	other	50
other-empty	Main_Page	other	45
English_language	Religion	external	66
Chemistry	Technology	other	61
other-internal	Biology	other	55
Mathematics	Physics	external	49
other-search	World_War_II	link	54
Earth	Sports	external	42
Science	World_War_II	external	51
Philosophy	History	other	48
Geography	Art	other	44
United_States	Geography	other	42
other-empty	Earth	link	48
Art	Biology	link	50
Physics	Geography	other	49
Science	United_States	other	39
Chemistry	Chemistry	link	49
Sports	Music	external	42
Physics	Religion	link	52
other-external	Wikipedia	external	56
other-external	Mathematics	external	45
Wikipedia	Religion	link	46
Physics	Sports	external	55
Technology	Earth	link	42
other-external	United_States	link	46
Philosophy	Philosophy	external	44
Mathematics	Main_Page	other	43
Sports	Technology	external	57
Biology	Science	link	44
Biology	English_language	link	53
other-empty	Sports	other	56
Science	Sports	other	34
Physics	Wikipedia	other	60
Philosophy	United_States	external	62
English_language	Physics	link	54
Sports	Religion	other	53
Technology	Technology	other	57
Earth	Mathematics	link	46
Sports	World_War_II	link	50
Sports	Chemistry	other	38
Sports	Earth	link	47
Music	Mathematics	other	39
Physics	Philosophy	other	54
other-external	Sports	other	45
other-search	Geography	other	53
History	Earth	link	50
Sports	Main_Page	external	52
other-internal	Sports	link	38
World_War_II	Music	external	45
Sports	Music	other	41
Biology	Science	external	48
Chemistry	Chemistry	external	50
Wikipedia	Technology	other	55
other-empty	Art	link	53
other-empty	Main_Page	other	57
Philosophy	English_language	external	46
Biology	Music	other	47
United_States	Mathematics	link	50
other-empty	History	link	52
Main_Page	Geography	other	50
Mathematics	Wikipedia	other	50
Main_Page	United_States	link	55
Music	United_States	link	54
Technology	World_War_II	external	34
other-external	Physics	external	51
Sports	Geography	external	56
Geography	Sports	external	54
Music	World_War_II	link	51
other-search	Science	link	43
History	Art	other	67
World_War_II	Main_Page	link	62
Literature	Literature	link	48
Philosophy	History	link	53
Physics	Science	link	62
other-search	Mathematics	other	54
Chemistry	Biology	link	45
Religion	Chemistry	external	47
Art	Earth	other	48
