prev	curr	type	n
Physics	Main_Page	external	31
Science	Music	other	51
Geography	Wikipedia	link	55
Philosophy	Wikipedia	other	51
Geography	Wikipedia	other	45
Philosophy	Art	other	54
Sports	Technology	external	53
Chemistry	Biology	external	51
other-empty	Religion	other	34
Art	United_States	link	55
Music	Earth	other	54
other-search	Science	other	60
Literature	Geography	other	50
Art	Literature	link	43
Music	Music	other	52
Main_Page	Geography	external	46
Geography	Philosophy	external	41
other-external	Philosophy	link	65
United_States	Music	external	50
other-internal	History	link	36
Biology	Philosophy	other	47
Science	Religion	other	53
Biology	World_War_II	other	46
Geography	Music	link	49
Science	United_States	other	46
Philosophy	Geography	external	55
Technology	Wikipedia	link	56
History	Art	external	59
Technology	Physics	link	55
other-search	Philosophy	external	68
Philosophy	Chemistry	external	52
Wikipedia	Sports	external	34
United_States	United_States	other	36
World_War_II	Wikipedia	link	51
Philosophy	English_language	external	60
World_War_II	Geography	link	45
Biology	Art	other	37
Literature	Art	link	46
English_language	History	link	47
Biology	Wikipedia	other	51
History	Main_Page	link	46
other-internal	Literature	external	43
other-external	Science	link	34
Wikipedia	Philosophy	other	52
Mathematics	Religion	other	45
World_War_II	Mathematics	other	52
Biology	Philosophy	external	52
Chemistry	Geography	other	66
World_War_II	Technology	link	46
Sports	Geography	external	55
Philosophy	United_States	external	59
Chemistry	Physics	link	43
Biology	Sports	other	53
Science	Religion	link	45
Biology	Religion	other	65
Philosophy	Wikipedia	link	53
Literature	Geography	link	52
other-external	Religion	other	54
Mathematics	Earth	external	46
Chemistry	Main_Page	other	44
other-search	Geography	link	43
Art	Philosophy	link	32
English_language	History	external	60
Physics	Philosophy	external	41
Earth	Geography	other	55
other-search	Geography	other	59
Science	Science	external	45
Art	Biology	link	40
Wikipedia	Art	other	52
Biology	Music	other	61
English_language	Wikipedia	external	56
other-search	Literature	link	44
Geography	Technology	other	50
Mathematics	Geography	external	51
Philosophy	Geography	external	41
History	United_States	external	48
Sports	Religion	external	55
Technology	Main_Page	external	49
English_language	Mathematics	other	52
World_War_II	Main_Page	external	39
United_States	Sports	link	56
Art	Main_Page	external	49
Religion	Science	link	49
other-internal	United_States	external	42
Sports	Sports	external	46
Sports	Literature	other	50
other-empty	Chemistry	external	53
Literature	History	other	58
Main_Page	History	link	53
World_War_II	Geography	link	42
World_War_II	United_States	link	44
Science	Chemistry	link	54
Religion	Sports	link	55
Geography	Technology	other	56
Art	World_War_II	link	38
Geography	Music	link	50
Physics	History	link	46
History	Main_Page	external	47
Sports	Physics	link	42
Sports	History	other	45
other-search	Chemistry	link	47
Technology	Chemistry	other	57
History	Science	external	36
Art	United_States	external	64
History	Mathematics	external	47
Geography	History	external	59
other-empty	Mathematics	link	61
Chemistry	Music	external	46
other-search	Main_Page	link	56
Technology	Literature	other	47
Mathematics	Physics	other	41
Science	Literature	other	45
Sports	Technology	other	46
Technology	Wikipedia	external	50
Geography	United_States	external	61
Main_Page	Main_Page	other	55
World_War_II	United_States	external	43
Physics	Technology	link	56
History	Religion	other	55
Music	Philosophy	other	48
Science	Sports	other	45
Chemistry	Technology	link	50
Physics	Wikipedia	external	43
Literature	Geography	external	57
World_War_II	Main_Page	external	53
Literature	Physics	link	50
other-search	Mathematics	other	54
Music	Biology	link	51
Chemistry	Physics	external	49
Philosophy	United_States	link	49
Science	Biology	external	53
Sports	Mathematics	external	55
History	Mathematics	other	38
Technology	Art	link	57
Geography	Literature	other	48
Chemistry	Mathematics	other	47
Art	Technology	link	52
Main_Page	Sports	link	47
Philosophy	English_language	link	51
English_language	Technology	other	41
Wikipedia	Literature	other	60
other-internal	United_States	external	49
Sports	Religion	other	36
Geography	United_States	external	57
Religion	Wikipedia	other	42
English_language	Music	external	51
Technology	Sports	link	56
Religion	History	link	39
Music	Literature	external	61
other-internal	Geography	other	32
other-search	Chemistry	other	43
other-external	Music	external	53
Literature	Technology	link	61
Literature	Physics	link	55
Technology	Physics	link	44
Music	United_States	link	42
Literature	English_language	link	62
Literature	Art	external	43
Biology	Geography	external	54
other-empty	Science	external	52
Wikipedia	Art	other	61
English_language	Main_Page	other	48
Mathematics	Biology	link	44
Religion	Earth	external	49
Music	Philosophy	link	59
Technology	Technology	link	52
Wikipedia	World_War_II	external	58
Religion	Science	other	40
other-empty	Religion	other	45
Main_Page	Physics	link	52
Music	Religion	link	56
Technology	Wikipedia	link	55
Art	Philosophy	link	58
Wikipedia	English_language	link	43
Geography	Main_Page	external	42
United_States	History	external	35
Religion	Science	other	44
Earth	Earth	external	59
English_language	Geography	link	64
other-internal	Wikipedia	other	53
Main_Page	History	external	53
Philosophy	Biology	external	43
Sports	Literature	link	47
Chemistry	Mathematics	link	46
Technology	English_language	link	56
Geography	Mathematics	external	54
Geography	Mathematics	other	50
other-external	Mathematics	external	53
Chemistry	Art	external	54
World_War_II	History	external	57
Art	Religion	other	49
Main_Page	Science	link	53
Literature	World_War_II	external	46
Art	World_War_II	other	46
Mathematics	Philosophy	other	54
other-search	Science	external	38
other-empty	Earth	link	52
Sports	English_language	other	59
Geography	United_States	external	63
United_States	History	link	45
Science	Geography	external	68
History	History	external	58
Geography	Literature	other	66
other-external	Wikipedia	other	41
other-search	Earth	external	51
Philosophy	United_States	other	44
English_language	Geography	other	47
Physics	Wikipedia	external	50
Earth	Wikipedia	link	49
Art	United_States	other	53
Music	Wikipedia	other	58
History	Mathematics	external	53
Philosophy	Religion	other	58
Music	Technology	other	56
Science	Science	other	58
Biology	Philosophy	external	45
Literature	Literature	external	47
Religion	English_language	other	46
World_War_II	Music	link	36
other-search	Wikipedia	link	54
Geography	Wikipedia	other	57
Art	Technology	link	46
Main_Page	Main_Page	other	50
World_War_II	Chemistry	other	44
Philosophy	Physics	link	53
Technology	Geography	link	60
Biology	Main_Page	other	55
History	Philosophy	external	48
Technology	Main_Page	link	56
Geography	Religion	external	49
Science	Science	other	60
Mathematics	Chemistry	other	65
other-external	Chemistry	external	52
other-external	Earth	external	53
Science	Chemistry	link	46
Art	Main_Page	external	50
Science	United_States	external	45
Chemistry	World_War_II	link	60
English_language	Music	link	47
Science	Chemistry	external	46
Technology	Art	link	50
other-search	Literature	external	45
Sports	Science	other	42
Art	Mathematics	external	50
Chemistry	Music	other	47
Wikipedia	Science	external	51
Biology	Music	link	57
Wikipedia	English_language	other	45
other-internal	Physics	link	55
Religion	Biology	other	34
Religion	Technology	link	50
Mathematics	Earth	other	48
Mathematics	Geography	link	54
Mathematics	Geography	other	42
Philosophy	Religion	external	53
United_States	Sports	other	51
Main_Page	Literature	other	52
other-internal	Wikipedia	other	51
Physics	Main_Page	link	37
Mathematics	Literature	other	43
Religion	Religion	external	48
Sports	Physics	external	45
History	Technology	other	43
Mathematics	English_language	link	45
Physics	Chemistry	external	47
Literature	World_War_II	external	60
other-external	Religion	link	53
Chemistry	Art	other	52
Biology	Mathematics	other	49
Art	Physics	other	65
other-empty	Geography	link	52
Science	Physics	external	51
Art	Science	other	53
Art	Literature	link	44
Science	Biology	link	57
Literature	Literature	external	47
Science	History	other	49
Mathematics	Biology	link	49
other-external	Technology	external	45
other-internal	Wikipedia	other	43
other-search	Biology	link	48
other-external	Philosophy	other	62
Art	History	link	51
Music	United_States	other	60
other-internal	Geography	other	51
Music	Physics	other	57
Earth	English_language	other	42
United_States	Religion	link	48
other-internal	Chemistry	link	44
Chemistry	Philosophy	link	46
Sports	Mathematics	other	54
other-internal	Physics	external	47
English_language	Science	other	49
Art	Geography	external	47
other-internal	World_War_II	other	42
other-empty	Chemistry	external	43
Wikipedia	Geography	link	51
English_language	Physics	link	43
other-search	Religion	other	59
Philosophy	Biology	external	46
World_War_II	United_States	external	54
other-external	Earth	other	48
World_War_II	Earth	other	42
Main_Page	Geography	external	61
Wikipedia	Geography	external	55
History	History	external	56
Earth	History	other	45
Earth	Mathematics	other	52
Sports	Chemistry	external	49
Main_Page	Literature	link	50
Sports	Geography	link	48
Mathematics	Literature	other	65
Physics	World_War_II	external	39
Main_Page	United_States	external	50
Art	English_language	external	43
Chemistry	History	external	56
Science	Earth	external	46
United_States	Technology	external	52
History	Geography	external	61
English_language	Chemistry	other	49
Literature	Geography	other	45
other-external	Science	external	41
Philosophy	Science	link	51
Biology	Mathematics	link	49
English_language	Science	external	47
other-search	World_War_II	other	46
Religion	Literature	other	49
Earth	Sports	link	45
Science	Sports	other	43
Art	Earth	other	33
Main_Page	Sports	link	52
Main_Page	Geography	link	42
Earth	World_War_II	external	46
Philosophy	Chemistry	other	47
other-external	World_War_II	link	51
Main_Page	Wikipedia	link	67
History	History	external	48
History	Sports	external	46
World_War_II	Main_Page	external	47
other-internal	Geography	external	61
Science	History	link	52
other-internal	Literature	external	47
English_language	Chemistry	external	56
Main_Page	English_language	link	59
other-search	Chemistry	other	45
Technology	Music	other	64
Science	Science	other	43
other-external	Sports	external	40
Geography	Music	other	59
Physics	World_War_II	link	46
History	Sports	link	49
Main_Page	Geography	other	44
Technology	Philosophy	other	53
Geography	Technology	link	42
Wikipedia	Physics	external	46
other-search	English_language	link	58
Literature	Music	link	51
Literature	Main_Page	other	47
Science	Earth	link	42
Music	United_States	other	45
other-search	Biology	other	45
Physics	Music	link	45
United_States	World_War_II	external	56
Geography	Earth	link	59
World_War_II	Art	link	55
Geography	Music	other	45
Technology	Art	link	47
English_language	Physics	external	62
United_States	Music	external	58
Science	Literature	link	60
other-empty	World_War_II	other	49
other-empty	Music	external	54
Geography	Main_Page	other	52
Sports	World_War_II	link	46
Literature	Earth	link	51
Music	Wikipedia	external	42
other-external	Earth	link	47
Philosophy	Main_Page	external	55
Geography	United_States	link	56
Main_Page	Earth	external	44
Sports	English_language	link	56
Sports	Main_Page	link	61
Science	Music	external	41
Mathematics	History	external	59
Science	United_States	link	54
other-external	Geography	external	46
Geography	Main_Page	link	64
World_War_II	Earth	other	55
Biology	Music	external	50
Religion	Wikipedia	other	45
Literature	Chemistry	link	48
Earth	Physics	other	39
Main_Page	Physics	link	51
Technology	Literature	external	68
Physics	Biology	external	40
Main_Page	Music	external	44
other-internal	United_States	external	57
History	Sports	external	54
Philosophy	Sports	link	44
Chemistry	World_War_II	external	56
Science	Geography	other	50
other-external	History	link	39
Chemistry	Biology	link	30
other-external	Chemistry	link	44
Earth	Chemistry	external	49
Chemistry	World_War_II	external	53
Science	Mathematics	link	48
World_War_II	Mathematics	other	50
World_War_II	World_War_II	external	46
other-empty	Mathematics	other	53
Main_Page	Technology	other	42
Literature	World_War_II	external	54
Chemistry	World_War_II	external	37
United_States	Main_Page	other	42
Wikipedia	Music	external	50
History	Sports	other	48
other-external	Science	other	61
History	Religion	other	43
Philosophy	Wikipedia	other	64
Chemistry	Art	link	50
Technology	Art	link	42
Art	Chemistry	other	49
United_States	Music	external	57
Mathematics	Science	external	62
English_language	Music	link	47
Art	Earth	other	53
Physics	Science	external	55
other-internal	World_War_II	external	50
Biology	Biology	other	44
other-empty	History	other	41
History	English_language	link	47
Geography	Main_Page	other	59
Religion	Mathematics	external	54
Music	Biology	external	48
Technology	Religion	external	57
Mathematics	History	other	51
Sports	Science	link	43
Mathematics	Wikipedia	link	50
Mathematics	Wikipedia	link	43
United_States	Art	link	45
Technology	Music	external	52
Technology	World_War_II	external	44
other-external	Sports	other	50
Mathematics	Geography	other	49
Biology	Sports	other	53
Physics	Technology	external	50
Science	Earth	external	51
other-empty	Music	other	68
Physics	Philosophy	external	53
History	Art	other	54
other-external	United_States	external	60
Wikipedia	Geography	link	42
Technology	Art	link	48
English_language	Chemistry	external	47
Chemistry	Geography	other	49
Wikipedia	Earth	external	33
Science	Biology	link	45
other-external	Wikipedia	external	51
Technology	Religion	other	32
Mathematics	Art	link	60
Sports	Main_Page	other	65
other-search	Art	external	49
Geography	Literature	other	35
Religion	Mathematics	external	55
Science	Religion	external	48
Philosophy	Sports	other	45
Art	Main_Page	external	45
English_language	Chemistry	other	37
Physics	History	external	55
Philosophy	Biology	external	52
Chemistry	Earth	link	52
United_States	Religion	link	56
Mathematics	Mathematics	other	59
Mathematics	United_States	other	42
Literature	Earth	link	57
Technology	United_States	link	40
History	United_States	other	55
History	World_War_II	link	45
other-search	English_language	other	59
other-empty	United_States	other	65
Literature	Chemistry	other	59
History	Chemistry	link	51
Biology	World_War_II	external	59
Main_Page	Sports	link	45
Physics	United_States	link	54
Art	Wikipedia	other	50
Main_Page	Art	external	36
World_War_II	Religion	other	34
Music	World_War_II	external	49
Music	Science	other	59
Religion	Religion	other	56
Science	Mathematics	external	55
Art	Science	other	46
Geography	History	other	42
United_States	Religion	external	52
other-internal	Religion	other	67
History	Earth	link	54
Chemistry	Religion	link	40
Philosophy	Science	link	48
Philosophy	History	link	57
Main_Page	Wikipedia	external	48
Science	Physics	other	49
Music	Literature	other	43
Geography	World_War_II	link	53
History	History	other	57
Technology	Main_Page	external	62
Physics	Technology	external	44
Sports	Wikipedia	other	38
World_War_II	World_War_II	external	52
Geography	Physics	other	48
Art	Art	external	49
Science	Literature	link	45
Mathematics	Sports	link	40
Biology	United_States	link	57
Sports	Science	external	44
Chemistry	English_language	link	45
Religion	Technology	external	47
Physics	World_War_II	other	59
English_language	Technology	external	47
Main_Page	Literature	external	42
Chemistry	Geography	link	52
Music	Literature	other	45
Geography	Earth	external	46
other-external	United_States	other	45
Literature	Mathematics	external	57
Philosophy	Chemistry	other	41
Music	Music	other	34
Literature	United_States	other	44
Main_Page	Mathematics	other	63
other-internal	Wikipedia	external	59
other-search	United_States	other	53
Earth	Biology	external	44
other-search	English_language	external	49
Wikipedia	English_language	external	54
Philosophy	Chemistry	other	50
other-external	United_States	external	47
other-internal	World_War_II	other	52
other-empty	Music	external	50
Philosophy	Sports	other	57
Chemistry	Geography	link	57
Chemistry	Mathematics	link	52
Religion	Technology	link	45
Geography	Biology	link	47
other-empty	Sports	link	53
Science	Physics	other	52
Technology	Religion	link	50
Mathematics	Geography	external	31
Main_Page	World_War_II	external	61
other-search	Sports	other	46
other-internal	Technology	other	44
other-external	Sports	link	48
Philosophy	Philosophy	other	60
Chemistry	Religion	link	41
Biology	Wikipedia	other	57
other-search	Philosophy	external	68
Sports	History	external	44
World_War_II	Earth	link	51
Mathematics	Earth	external	49
Technology	Science	external	35
Biology	World_War_II	other	42
English_language	Wikipedia	link	60
other-empty	Physics	link	51
Literature	Main_Page	other	45
Sports	Physics	other	29
Religion	Art	external	52
Sports	Mathematics	other	45
Religion	Biology	link	45
English_language	Religion	other	39
Sports	Technology	link	62
Music	Literature	other	49
Mathematics	Philosophy	link	48
Religion	Technology	link	59
Mathematics	Sports	other	53
United_States	Earth	other	42
Art	Chemistry	link	54
Main_Page	World_War_II	link	55
Science	Science	external	52
Main_Page	Biology	link	52
Technology	Literature	external	54
Religion	Mathematics	external	56
Technology	Science	external	38
Technology	United_States	external	47
Sports	Mathematics	link	39
Biology	Sports	other	51
Philosophy	Physics	link	53
Philosophy	Religion	external	49
Literature	Wikipedia	link	58
Earth	Science	link	72
other-external	Technology	link	47
Sports	Earth	external	46
Earth	United_States	other	41
Music	Art	external	44
United_States	Chemistry	link	42
English_language	Biology	other	49
Geography	Art	other	51
Chemistry	History	other	44
Main_Page	Philosophy	link	42
World_War_II	Philosophy	link	60
Art	English_language	other	44
Art	United_States	other	42
World_War_II	Music	link	43
Main_Page	Wikipedia	other	45
Literature	Earth	link	49
Wikipedia	Earth	link	31
Religion	Geography	other	54
Chemistry	Music	link	52
United_States	United_States	external	43
Art	Philosophy	link	54
Music	Earth	external	48
Mathematics	Earth	other	56
other-internal	English_language	link	47
History	Chemistry	other	47
Literature	Literature	link	51
Literature	Mathematics	other	45
Literature	Science	other	47
Biology	Philosophy	external	32
Chemistry	Biology	other	45
other-empty	Biology	link	55
World_War_II	World_War_II	link	46
Physics	Mathematics	external	46
English_language	Main_Page	other	45
Main_Page	Mathematics	other	46
Religion	Earth	external	41
other-search	Wikipedia	link	61
other-search	Art	external	41
Mathematics	Biology	link	46
Physics	Geography	external	61
Earth	Science	other	50
United_States	Art	other	34
Mathematics	United_States	link	41
Philosophy	Biology	other	59
Chemistry	Earth	link	59
other-internal	Technology	other	52
Technology	Technology	link	53
other-search	Religion	link	69
Literature	United_States	external	47
Mathematics	Main_Page	external	45
United_States	Wikipedia	link	54
Main_Page	Sports	external	49
United_States	Biology	other	51
Music	Chemistry	link	58
United_States	Art	link	41
Chemistry	History	external	43
other-external	World_War_II	link	50
Biology	Philosophy	link	55
Biology	Wikipedia	link	62
Music	Technology	link	46
Physics	Technology	other	49
Technology	Art	external	60
Science	Music	external	52
Mathematics	World_War_II	link	49
Science	Sports	link	45
United_States	Biology	link	61
Religion	History	link	54
Music	Sports	external	52
other-empty	Art	external	50
Geography	Literature	other	51
Physics	Biology	external	47
Sports	Earth	external	31
Physics	Religion	other	47
Art	World_War_II	other	49
United_States	Biology	other	52
Main_Page	Biology	external	58
Chemistry	Wikipedia	link	39
Biology	Earth	external	62
Chemistry	Main_Page	link	56
History	History	link	45
Art	Technology	link	40
Music	Sports	link	37
English_language	Sports	external	45
Science	Religion	link	54
Music	Physics	link	59
other-empty	Physics	other	57
Technology	Music	link	45
Chemistry	Science	external	49
other-search	United_States	other	47
other-external	Sports	other	52
other-empty	World_War_II	external	55
World_War_II	Physics	external	48
Physics	Wikipedia	link	55
Philosophy	United_States	external	49
Art	Earth	external	50
Science	Main_Page	external	60
other-internal	Wikipedia	link	53
Wikipedia	Wikipedia	external	49
Religion	Philosophy	external	55
other-search	Chemistry	link	45
Technology	Physics	external	51
Sports	Science	link	50
Wikipedia	Philosophy	external	48
Literature	Sports	link	30
Main_Page	Biology	other	49
other-external	World_War_II	external	62
Art	Religion	link	52
other-empty	Science	other	49
Music	Physics	other	45
Geography	Sports	external	50
Chemistry	Sports	external	48
Sports	Literature	other	54
Mathematics	Physics	link	52
Religion	Physics	external	41
Science	Geography	other	49
Art	Wikipedia	link	49
other-external	Wikipedia	external	62
Technology	Literature	other	44
Music	English_language	external	50
History	History	link	53
Mathematics	History	external	47
Music	Mathematics	external	53
Sports	Earth	link	40
Literature	Philosophy	other	58
Mathematics	History	external	44
Wikipedia	Physics	link	52
other-internal	Technology	other	55
other-internal	Biology	other	45
English_language	Chemistry	external	53
Geography	Mathematics	external	50
History	Geography	external	36
Music	World_War_II	other	58
English_language	World_War_II	external	68
Geography	Religion	other	56
Biology	Wikipedia	external	46
Wikipedia	History	external	51
Sports	Main_Page	other	54
History	Technology	external	48
Geography	Mathematics	other	59
English_language	Music	link	52
Main_Page	World_War_II	other	44
Wikipedia	Mathematics	other	42
United_States	Art	other	49
Literature	Literature	external	58
Physics	Technology	other	57
Science	English_language	link	43
other-internal	Physics	external	66
Music	Science	other	51
other-internal	Religion	external	48
English_language	Literature	external	47
Biology	Chemistry	other	56
Biology	Biology	other	57
Physics	United_States	external	61
other-external	Wikipedia	link	42
Physics	Biology	link	47
Chemistry	Religion	other	49
United_States	Mathematics	other	48
Sports	Philosophy	other	45
World_War_II	Geography	external	42
Art	Physics	external	45
other-internal	Chemistry	external	55
Sports	Biology	external	44
Main_Page	Biology	external	57
History	Earth	external	50
Geography	Geography	other	46
Science	Biology	link	52
World_War_II	Geography	external	56
Literature	Chemistry	link	45
English_language	Chemistry	other	46
Philosophy	Mathematics	external	52
other-external	Geography	link	53
Chemistry	Geography	link	60
Chemistry	History	link	57
Art	Wikipedia	link	53
Wikipedia	Main_Page	external	46
Sports	Earth	link	48
other-external	Science	other	39
Wikipedia	History	other	55
World_War_II	Sports	external	53
Geography	Religion	external	51
Technology	Chemistry	external	55
Geography	History	link	51
Biology	Art	external	42
Chemistry	United_States	external	49
Chemistry	Physics	link	52
other-search	Physics	link	57
History	Music	link	56
other-empty	Art	link	47
Physics	Philosophy	link	42
Physics	Music	other	56
Art	Music	other	45
United_States	History	other	46
Main_Page	Music	external	38
United_States	Literature	other	52
Chemistry	History	other	49
Mathematics	English_language	external	47
Art	Earth	external	45
Philosophy	Technology	external	54
Mathematics	Chemistry	link	61
Physics	Physics	external	50
Geography	Art	link	38
Sports	Philosophy	link	55
Art	Music	link	56
World_War_II	History	other	52
Technology	Earth	other	49
Literature	English_language	other	43
Chemistry	Mathematics	external	41
Art	United_States	external	47
History	Earth	external	48
United_States	Technology	other	57
Geography	World_War_II	external	45
other-empty	Main_Page	other	38
Geography	Literature	link	40
Geography	Mathematics	external	57
World_War_II	Main_Page	link	46
Wikipedia	Chemistry	link	33
Earth	Wikipedia	link	52
Earth	English_language	other	46
Physics	Physics	other	48
Chemistry	English_language	external	57
Science	Physics	other	60
Religion	Religion	other	65
other-external	Music	other	39
Art	Art	external	48
Technology	Chemistry	link	41
Mathematics	World_War_II	other	49
Biology	Main_Page	other	56
Music	Biology	link	49
Chemistry	Literature	external	54
Sports	Physics	external	53
Physics	Technology	link	47
other-internal	Geography	other	52
Earth	Chemistry	other	46
Main_Page	United_States	link	52
Philosophy	Literature	external	47
Science	English_language	other	51
Main_Page	Science	other	53
other-external	Physics	link	61
Geography	World_War_II	external	39
Literature	Literature	link	41
other-external	History	other	52
other-internal	Literature	other	46
Mathematics	Science	link	44
other-internal	English_language	link	48
English_language	Philosophy	other	41
Technology	Religion	external	49
other-internal	Geography	other	47
Biology	Wikipedia	other	51
Geography	Earth	link	55
English_language	Philosophy	link	53
Art	Biology	link	57
World_War_II	Chemistry	external	44
English_language	Philosophy	external	48
Biology	World_War_II	other	52
Earth	Geography	link	36
Music	Chemistry	external	58
Technology	Biology	external	45
other-external	Chemistry	other	52
other-empty	United_States	link	53
Music	Religion	other	55
Literature	Chemistry	link	47
other-search	History	link	59
Geography	Science	external	52
Earth	Sports	external	42
Religion	Religion	link	46
World_War_II	Philosophy	link	52
other-internal	Wikipedia	link	52
Art	Technology	link	58
Sports	World_War_II	link	52
Religion	Religion	link	50
Art	Literature	link	45
other-internal	Main_Page	external	44
Science	Chemistry	external	51
Chemistry	Geography	external	45
United_States	Technology	other	45
Wikipedia	Wikipedia	link	51
other-search	Wikipedia	other	63
Philosophy	Sports	link	47
Biology	Religion	external	49
Earth	Physics	external	58
Religion	Earth	link	55
Physics	Music	external	47
Music	United_States	link	57
other-search	Philosophy	external	56
Technology	United_States	external	56
Mathematics	World_War_II	link	49
History	History	link	57
Sports	History	external	53
United_States	English_language	other	65
other-external	History	other	43
Physics	Science	other	43
Biology	History	link	54
Science	Sports	other	45
Literature	English_language	link	59
History	History	link	46
Earth	Music	link	49
Mathematics	History	external	62
Science	United_States	link	44
Religion	Technology	external	52
other-external	United_States	link	48
Sports	Wikipedia	link	42
Literature	Philosophy	other	52
World_War_II	Geography	external	43
other-internal	Physics	external	50
English_language	World_War_II	other	50
Religion	Religion	external	44
Mathematics	Philosophy	external	48
other-internal	History	other	54
Biology	English_language	other	48
Philosophy	Geography	link	42
Physics	Art	external	54
other-search	Philosophy	external	61
other-empty	Science	other	51
History	Literature	external	45
Technology	United_States	external	46
other-search	Geography	other	47
United_States	English_language	link	45
Biology	Main_Page	other	44
Sports	Chemistry	other	65
Biology	Science	link	48
Literature	History	link	50
Mathematics	United_States	external	49
Chemistry	Technology	other	65
Geography	Sports	link	51
Literature	Science	external	46
World_War_II	World_War_II	external	38
Physics	World_War_II	link	56
Earth	History	other	49
Science	Earth	external	48
Literature	World_War_II	other	56
Philosophy	Science	external	41
Geography	Earth	external	49
United_States	Main_Page	link	49
Earth	Music	other	39
other-external	Philosophy	other	51
Technology	Biology	link	52
English_language	Literature	other	56
Sports	Technology	other	53
Art	World_War_II	link	53
Literature	Biology	other	47
Art	Technology	external	49
Literature	Art	other	56
Literature	Earth	external	47
Mathematics	Wikipedia	link	48
Music	Art	link	42
Technology	Earth	link	42
Religion	Science	other	40
Technology	Literature	external	42
Literature	History	other	46
Literature	Mathematics	external	61
Sports	Geography	link	51
Philosophy	Biology	external	55
Science	Physics	link	48
Philosophy	Religion	link	53
Religion	Sports	external	45
World_War_II	Geography	external	51
History	Main_Page	external	53
Science	Geography	link	58
English_language	Technology	other	52
Chemistry	Technology	external	52
Mathematics	Main_Page	external	54
Wikipedia	Music	link	53
Philosophy	Chemistry	external	61
History	Earth	other	46
Main_Page	Religion	other	52
World_War_II	Earth	external	48
other-empty	Art	link	46
English_language	Main_Page	link	52
Sports	World_War_II	other	47
Science	Science	other	51
Mathematics	Biology	link	55
Science	Literature	other	49
other-empty	Biology	link	52
Science	Art	other	57
World_War_II	Philosophy	external	42
English_language	Main_Page	external	53
other-search	Technology	link	52
Technology	Mathematics	link	62
Biology	English_language	other	49
other-empty	Religion	link	45
History	Science	other	34
other-search	English_language	link	58
other-search	Biology	external	60
Music	Science	link	45
Science	Chemistry	other	64
other-external	Chemistry	external	48
Wikipedia	History	other	59
Wikipedia	Earth	external	66
World_War_II	Physics	other	52
other-external	Literature	other	50
other-search	Sports	other	39
other-search	Earth	other	54
United_States	Wikipedia	other	56
Main_Page	Main_Page	link	67
Science	History	external	47
other-empty	United_States	link	55
Main_Page	Science	other	60
Literature	Main_Page	external	66
Sports	Philosophy	other	46
Science	Science	other	46
Religion	Literature	link	50
Wikipedia	Religion	other	53
United_States	Geography	link	64
other-internal	Technology	other	56
History	Wikipedia	external	48
other-external	Main_Page	external	45
Science	Technology	other	58
Mathematics	Religion	external	47
Earth	English_language	other	53
Main_Page	Philosophy	other	61
English_language	World_War_II	external	49
Chemistry	Mathematics	external	58
Science	Philosophy	other	56
History	Literature	link	54
English_language	Biology	other	48
Sports	Philosophy	other	54
Chemistry	World_War_II	link	50
other-empty	English_language	other	48
Geography	Physics	link	59
Philosophy	Main_Page	link	63
Wikipedia	Wikipedia	link	57
United_States	History	external	51
English_language	Sports	link	43
Art	Mathematics	link	42
Biology	Sports	other	58
Music	Religion	link	56
Geography	Science	other	44
Physics	Sports	external	49
World_War_II	Earth	other	35
Geography	Technology	link	47
United_States	Wikipedia	link	44
Biology	Physics	other	55
Biology	Physics	external	48
other-empty	Art	external	46
Wikipedia	History	other	53
Literature	Main_Page	other	55
Geography	Music	external	64
Literature	English_language	link	41
Geography	History	other	44
other-internal	Chemistry	external	70
Wikipedia	United_States	external	51
other-search	Sports	external	59
United_States	Art	other	53
Chemistry	Sports	external	52
Music	Sports	link	62
Chemistry	Music	other	54
Technology	Earth	other	57
Mathematics	Religion	other	49
other-empty	Science	link	48
other-search	Science	link	51
Biology	English_language	other	51
Religion	Geography	link	58
other-empty	Biology	external	52
Religion	World_War_II	link	61
Philosophy	Mathematics	link	51
Literature	United_States	link	46
Philosophy	Biology	external	45
Music	History	external	40
Philosophy	Main_Page	link	53
Technology	Biology	other	49
Philosophy	Chemistry	other	59
Mathematics	World_War_II	link	51
Philosophy	United_States	external	48
Science	English_language	other	60
Main_Page	English_language	external	44
Chemistry	Science	other	55
Biology	History	external	50
other-search	Earth	link	44
Geography	Sports	link	44
Biology	Mathematics	other	44
World_War_II	Science	link	62
other-search	United_States	link	56
United_States	Science	link	46
Chemistry	Religion	other	58
Physics	Biology	link	49
Biology	United_States	other	50
Geography	Geography	external	59
Religion	Mathematics	external	35
Sports	Literature	other	56
Mathematics	Sports	external	53
Religion	Literature	other	42
United_States	Sports	link	49
other-external	English_language	external	36
Philosophy	Physics	other	48
Mathematics	Sports	other	57
Earth	Main_Page	link	45
Technology	Technology	link	55
Technology	Physics	external	35
Main_Page	Main_Page	link	58
Science	Geography	other	38
Biology	History	link	49
other-search	United_States	link	53
Chemistry	Art	link	49
Wikipedia	History	link	40
Sports	History	other	44
Religion	Sports	other	56
other-search	World_War_II	external	54
Science	Art	link	46
Philosophy	Sports	other	53
Religion	Technology	link	47
Religion	World_War_II	external	57
other-external	Physics	external	51
Physics	Religion	external	42
Physics	Music	external	46
Music	World_War_II	external	52
other-external	History	other	49
Main_Page	Physics	link	60
United_States	Art	link	51
