prev	curr	type	n
Main_Page	Geography	external	55
English_language	Geography	link	51
Wikipedia	Music	other	44
Wikipedia	Wikipedia	other	63
World_War_II	Earth	link	52
Physics	Technology	external	38
Biology	Music	link	50
Literature	Main_Page	external	45
World_War_II	Wikipedia	link	38
Technology	Science	link	47
Geography	Wikipedia	link	39
United_States	Science	other	43
Mathematics	Literature	external	51
other-empty	Physics	other	51
other-external	Physics	external	55
World_War_II	Religion	external	42
Wikipedia	Biology	external	54
History	Sports	external	42
other-internal	Literature	other	65
other-internal	Technology	external	50
English_language	Philosophy	other	48
Religion	Geography	other	49
Earth	World_War_II	other	50
Chemistry	Biology	external	46
Sports	Main_Page	external	47
Art	Physics	link	47
Literature	Wikipedia	link	55
other-empty	Wikipedia	external	53
Technology	Chemistry	link	45
Science	World_War_II	other	50
Wikipedia	Physics	link	48
Art	Main_Page	external	48
Philosophy	Main_Page	external	44
Literature	English_language	external	45
Art	Geography	external	56
English_language	World_War_II	other	44
Chemistry	Earth	link	46
Mathematics	Chemistry	other	58
Art	Earth	external	48
World_War_II	Biology	other	44
Geography	Wikipedia	other	48
Music	Technology	external	65
Biology	Technology	external	53
World_War_II	Technology	other	53
other-empty	Literature	external	49
Science	Sports	link	48
Earth	World_War_II	external	44
Chemistry	Earth	other	58
English_language	Biology	other	58
other-external	World_War_II	link	39
Geography	Wikipedia	link	47
other-empty	Earth	link	45
United_States	Mathematics	link	58
United_States	World_War_II	link	48
Sports	Earth	other	48
Main_Page	History	link	45
World_War_II	World_War_II	link	53
Chemistry	Main_Page	link	39
Science	Chemistry	link	56
United_States	Earth	link	52
Art	Religion	other	55
Religion	Physics	other	50
United_States	Biology	external	49
Chemistry	Sports	link	46
Earth	Main_Page	other	56
Chemistry	World_War_II	external	44
Sports	Literature	external	48
Mathematics	United_States	external	40
Biology	Main_Page	external	51
Art	World_War_II	link	42
Main_Page	English_language	external	53
other-search	Art	other	53
Earth	Literature	other	50
Chemistry	Religion	other	44
Religion	Mathematics	other	60
History	Religion	external	40
Physics	English_language	link	51
Geography	Music	link	54
Philosophy	Earth	link	52
other-empty	Art	other	62
Literature	Music	external	54
History	Mathematics	other	39
Art	Chemistry	other	48
Earth	Science	link	54
other-search	Wikipedia	other	44
Literature	Philosophy	other	52
Main_Page	Art	link	53
Religion	Music	other	56
Sports	English_language	link	48
Art	Religion	external	52
other-external	Sports	external	42
Music	Geography	other	49
Sports	Religion	link	63
History	Technology	link	48
Science	English_language	link	52
United_States	Mathematics	external	52
Wikipedia	Chemistry	link	55
Sports	Technology	external	51
Main_Page	Mathematics	external	57
other-internal	Philosophy	link	45
Physics	Religion	other	58
Geography	Literature	external	49
Science	Sports	link	41
other-search	Science	link	57
World_War_II	Music	link	44
Chemistry	Mathematics	external	52
World_War_II	Earth	external	49
other-search	Technology	external	60
Philosophy	Main_Page	other	52
Mathematics	Art	other	49
Mathematics	World_War_II	link	63
Mathematics	Main_Page	link	37
English_language	Technology	external	59
Religion	Sports	link	51
other-external	Mathematics	other	64
United_States	Chemistry	other	60
United_States	Mathematics	other	50
Literature	United_States	other	68
History	Earth	link	50
Mathematics	Religion	external	54
Geography	English_language	link	62
Mathematics	Mathematics	link	39
Wikipedia	Literature	other	59
Physics	Earth	external	37
Chemistry	Technology	external	46
Sports	Biology	other	59
Art	World_War_II	link	40
Geography	Science	other	54
History	Sports	link	44
Chemistry	Mathematics	link	61
other-empty	Earth	external	51
Biology	Music	other	52
other-external	United_States	link	48
Physics	Philosophy	other	46
Religion	Mathematics	other	49
World_War_II	Music	external	55
Physics	Music	external	53
Chemistry	Technology	other	42
Mathematics	Geography	other	51
History	Earth	other	45
Biology	Religion	link	56
Literature	History	link	47
Biology	Music	link	51
Science	Earth	other	47
Geography	Mathematics	link	51
Mathematics	Main_Page	external	41
Chemistry	United_States	other	62
Religion	History	other	45
United_States	Main_Page	other	46
United_States	Earth	external	48
Technology	Mathematics	external	44
Biology	English_language	link	42
Religion	Physics	other	49
Philosophy	Physics	external	65
Main_Page	Main_Page	external	49
Geography	Wikipedia	link	47
other-search	Science	external	47
Technology	Philosophy	other	48
Philosophy	Earth	other	57
Chemistry	Physics	other	57
Literature	Philosophy	link	46
Philosophy	United_States	link	39
Sports	Physics	other	53
Science	Technology	other	57
Literature	Sports	link	47
Earth	Philosophy	external	45
Chemistry	World_War_II	other	50
Art	Technology	external	46
Wikipedia	Main_Page	link	55
Religion	Religion	link	50
Religion	United_States	other	54
Mathematics	Wikipedia	link	56
other-external	Biology	link	70
other-empty	Mathematics	external	44
Philosophy	Art	external	46
World_War_II	Mathematics	other	51
Mathematics	Physics	external	35
Chemistry	World_War_II	link	60
other-search	History	link	55
Wikipedia	Philosophy	link	63
Mathematics	Biology	external	67
Science	Science	other	59
other-internal	English_language	link	47
Wikipedia	Technology	other	50
Physics	Literature	other	53
History	Physics	external	51
United_States	Wikipedia	other	41
English_language	Religion	external	39
Technology	Music	external	44
Religion	Philosophy	external	54
Sports	English_language	other	49
English_language	Music	link	56
World_War_II	Philosophy	link	57
other-search	Literature	other	61
other-internal	World_War_II	external	48
Technology	Science	external	47
World_War_II	Sports	external	43
Music	Sports	other	60
Main_Page	Literature	external	56
Main_Page	Philosophy	external	41
Literature	Literature	link	55
Religion	Literature	other	49
Science	Wikipedia	external	56
United_States	Art	other	54
Chemistry	English_language	other	44
Literature	Wikipedia	external	65
History	Technology	other	55
Earth	Literature	external	47
Literature	English_language	link	52
Wikipedia	Science	link	58
World_War_II	World_War_II	link	55
United_States	Technology	other	53
Geography	English_language	link	41
Physics	Earth	other	50
Chemistry	Mathematics	link	52
Main_Page	Main_Page	external	53
other-empty	Main_Page	link	49
Chemistry	Literature	other	50
Literature	Science	link	47
World_War_II	United_States	external	48
History	Music	external	56
Religion	Earth	other	53
United_States	Physics	other	63
Philosophy	Philosophy	external	45
other-internal	Technology	link	42
other-external	Biology	link	46
History	Sports	other	52
other-empty	Main_Page	link	53
Mathematics	Earth	link	47
World_War_II	English_language	external	48
Sports	Technology	link	43
World_War_II	Biology	link	37
Sports	Wikipedia	external	44
Chemistry	Religion	other	52
World_War_II	Geography	other	59
other-external	Philosophy	external	44
Art	World_War_II	link	46
other-internal	History	external	53
Geography	Science	external	40
Religion	Biology	other	38
Mathematics	History	other	46
other-empty	United_States	link	50
other-internal	Mathematics	external	44
other-external	Literature	other	43
Art	Religion	link	59
Technology	Biology	other	47
Biology	Wikipedia	other	39
World_War_II	Sports	link	50
Main_Page	Art	other	44
English_language	Philosophy	other	43
English_language	Sports	link	45
History	Wikipedia	external	48
other-empty	Art	external	50
United_States	Sports	external	47
History	Sports	link	55
Geography	Wikipedia	other	52
United_States	Main_Page	other	44
Art	Music	link	56
United_States	Geography	external	52
Music	Biology	link	58
other-search	World_War_II	other	55
other-empty	Geography	link	51
United_States	Mathematics	other	47
Physics	History	link	60
Physics	United_States	link	49
other-internal	World_War_II	other	47
History	Mathematics	other	46
Physics	Literature	link	52
Chemistry	Philosophy	other	44
Music	Geography	link	52
Mathematics	Wikipedia	link	50
Wikipedia	United_States	link	45
History	United_States	other	50
History	Biology	other	40
United_States	Philosophy	other	59
other-internal	English_language	external	43
other-internal	Literature	other	63
Music	Religion	other	54
World_War_II	Science	external	45
Art	English_language	link	48
United_States	Geography	other	49
Literature	Philosophy	other	40
other-external	Sports	external	62
Literature	Main_Page	other	51
other-internal	Religion	external	36
other-empty	Sports	external	47
Geography	Geography	external	34
Physics	Art	other	49
Technology	Art	external	52
Geography	Literature	link	56
Physics	United_States	link	54
Music	Main_Page	external	45
Literature	History	external	55
other-external	Literature	link	52
Music	United_States	link	54
Music	Chemistry	other	67
Technology	Religion	external	46
World_War_II	United_States	other	60
other-external	Main_Page	link	46
Physics	Literature	other	59
Geography	Biology	link	46
Earth	Wikipedia	other	49
other-search	Earth	other	51
Art	Science	link	52
Technology	Mathematics	other	46
Chemistry	Chemistry	link	53
World_War_II	Mathematics	link	58
other-search	History	other	51
Physics	United_States	link	48
Geography	Physics	link	50
Physics	Art	external	54
Literature	World_War_II	link	46
Geography	Science	other	40
Art	World_War_II	external	37
Music	Philosophy	external	54
World_War_II	History	other	52
Earth	Technology	other	44
Technology	Science	other	55
Science	History	link	44
other-empty	Philosophy	other	63
other-search	Art	link	62
Sports	Biology	link	53
Music	Main_Page	other	51
Main_Page	Sports	other	44
Art	Religion	other	55
Religion	English_language	external	47
History	Art	other	48
Philosophy	Sports	link	53
Literature	English_language	other	63
Philosophy	Sports	other	61
Science	Science	link	55
Geography	Technology	link	51
Main_Page	World_War_II	external	41
Literature	World_War_II	link	63
other-external	Earth	link	48
Technology	Chemistry	other	48
Mathematics	Literature	external	39
Technology	Physics	external	43
Music	Philosophy	link	39
World_War_II	Technology	other	48
other-internal	Biology	external	49
United_States	Geography	external	53
History	Physics	other	50
other-empty	Religion	other	53
other-internal	Religion	link	53
History	Main_Page	other	47
History	Chemistry	link	45
Wikipedia	English_language	other	51
Mathematics	Sports	link	48
Earth	Technology	other	45
Art	World_War_II	other	51
other-external	History	link	50
Philosophy	Main_Page	link	52
Philosophy	Art	other	55
Music	Literature	other	51
Technology	History	other	54
Music	Main_Page	other	44
Physics	World_War_II	link	54
Technology	United_States	external	47
English_language	World_War_II	other	68
Literature	United_States	other	48
Geography	English_language	other	48
Physics	English_language	external	45
Biology	Art	link	53
other-empty	United_States	link	43
Biology	Geography	other	57
English_language	Music	external	58
Chemistry	Science	link	57
Art	Technology	link	54
United_States	Mathematics	other	57
English_language	Religion	other	56
English_language	Religion	other	52
other-search	Sports	other	55
other-search	Literature	other	53
United_States	Literature	external	39
other-empty	Sports	other	46
Literature	Main_Page	link	54
English_language	Music	external	46
Biology	Chemistry	external	50
Religion	Religion	other	35
Technology	Wikipedia	link	47
Literature	World_War_II	other	55
Technology	English_language	link	56
Philosophy	World_War_II	other	55
Art	Mathematics	other	43
Biology	English_language	other	44
other-external	History	other	52
Wikipedia	Music	external	70
World_War_II	Earth	external	62
other-internal	Sports	other	52
other-empty	Mathematics	link	50
Mathematics	Chemistry	other	46
History	Technology	external	54
Mathematics	Biology	other	46
Physics	Technology	link	49
Technology	English_language	other	45
other-search	Literature	other	48
Geography	Biology	other	43
Physics	History	other	48
Mathematics	Physics	other	60
Literature	Literature	link	53
Chemistry	Sports	link	66
Art	Literature	external	52
other-empty	Geography	other	50
World_War_II	Mathematics	link	57
United_States	Art	link	56
Sports	Technology	other	44
Physics	World_War_II	external	56
Wikipedia	Literature	link	78
Art	Sports	link	60
Mathematics	United_States	other	41
Literature	Mathematics	other	58
Sports	World_War_II	external	39
other-external	Literature	link	44
World_War_II	History	other	44
Geography	Religion	external	54
Main_Page	Philosophy	other	49
Technology	Geography	external	48
Wikipedia	History	other	49
Sports	Earth	link	46
English_language	English_language	external	53
Geography	Philosophy	link	49
Mathematics	Main_Page	other	58
Mathematics	Philosophy	external	38
Music	Philosophy	other	50
Main_Page	English_language	other	47
Biology	Technology	link	64
Main_Page	Main_Page	external	54
Main_Page	Art	other	54
other-empty	Main_Page	other	56
Religion	Sports	link	49
Main_Page	Mathematics	link	54
Music	Music	other	40
Mathematics	Geography	other	59
English_language	Chemistry	external	43
Literature	Physics	external	58
Music	Physics	external	51
Science	History	link	51
other-external	Main_Page	link	46
other-empty	Sports	other	56
English_language	English_language	external	53
other-internal	English_language	other	46
Science	Wikipedia	other	40
other-empty	History	link	50
other-search	Religion	external	57
Religion	Earth	link	39
Philosophy	Art	other	58
Literature	Technology	other	42
Sports	History	external	49
Geography	Chemistry	link	46
Music	World_War_II	link	60
other-search	Biology	external	59
Chemistry	Main_Page	external	45
Wikipedia	Sports	link	54
other-internal	English_language	link	44
History	English_language	external	46
Literature	Sports	external	48
History	World_War_II	other	63
other-external	Science	link	57
Main_Page	Earth	other	46
World_War_II	Music	external	49
other-internal	Geography	external	44
Art	Literature	link	54
other-empty	Literature	link	70
Earth	United_States	other	57
Geography	Art	link	51
World_War_II	Biology	other	63
Wikipedia	History	external	53
Physics	Science	link	61
Biology	Literature	link	48
Chemistry	Main_Page	other	52
Philosophy	Art	external	53
Earth	Religion	other	45
other-search	Sports	external	53
other-external	Earth	other	61
Earth	Technology	other	47
English_language	History	link	47
Geography	Technology	external	52
Philosophy	Sports	link	55
other-internal	Religion	link	55
Earth	English_language	other	56
Philosophy	English_language	external	52
Mathematics	History	external	49
Science	Music	link	54
other-search	Religion	other	57
United_States	Mathematics	link	43
Literature	Philosophy	other	65
English_language	English_language	external	35
World_War_II	Geography	other	45
Science	Literature	other	48
Mathematics	Wikipedia	other	37
World_War_II	Religion	other	54
Earth	Physics	other	45
Wikipedia	United_States	external	58
Main_Page	Art	external	39
Physics	English_language	link	46
Physics	Art	other	63
other-search	Philosophy	external	52
Physics	Literature	other	53
Philosophy	Physics	other	45
Philosophy	Earth	other	59
other-external	Philosophy	external	58
other-empty	Biology	link	54
other-internal	Earth	other	40
United_States	English_language	external	47
other-empty	English_language	external	54
United_States	Physics	external	51
English_language	Religion	other	54
Wikipedia	Literature	link	60
Music	Physics	external	50
History	Music	link	60
Main_Page	Technology	external	59
Religion	English_language	external	54
Geography	Sports	other	45
English_language	Philosophy	external	64
Science	World_War_II	link	51
Technology	Main_Page	other	51
United_States	English_language	link	37
other-internal	Music	external	41
History	History	link	39
Main_Page	Biology	other	77
other-external	Religion	other	68
Main_Page	Biology	other	42
Geography	Art	external	54
Literature	Wikipedia	external	53
Religion	World_War_II	other	44
Geography	Physics	link	56
Music	Chemistry	link	47
English_language	Wikipedia	external	58
other-external	Biology	link	52
Science	Science	other	61
other-search	Main_Page	other	53
Science	Mathematics	other	45
United_States	Geography	external	48
Philosophy	United_States	external	46
World_War_II	Art	other	47
other-empty	English_language	external	40
Art	Earth	other	55
United_States	Art	external	71
Biology	World_War_II	other	48
Technology	Main_Page	link	52
other-internal	Music	other	64
Mathematics	Art	link	53
Science	Physics	other	58
Wikipedia	Mathematics	other	48
World_War_II	Sports	link	38
other-external	Main_Page	link	50
Wikipedia	Chemistry	other	47
other-external	Earth	link	54
Physics	Mathematics	external	44
Wikipedia	Sports	other	55
Religion	World_War_II	external	54
Music	Geography	link	53
Science	Religion	external	58
other-empty	World_War_II	link	45
Religion	Biology	link	41
Main_Page	Geography	external	50
History	Geography	link	52
Technology	Technology	external	49
Science	Chemistry	other	62
other-search	Music	other	57
Mathematics	Biology	other	46
Main_Page	Technology	link	57
Biology	Literature	link	60
Geography	Literature	other	64
Geography	Mathematics	link	47
United_States	Sports	link	48
English_language	Chemistry	external	49
Philosophy	Technology	other	61
Technology	United_States	external	54
Geography	Philosophy	other	54
Religion	English_language	external	45
Physics	Philosophy	external	72
Philosophy	Art	other	48
Art	World_War_II	link	52
Religion	Sports	other	40
other-external	Physics	external	49
Music	World_War_II	link	52
Geography	Geography	link	52
Wikipedia	Physics	external	55
Religion	Chemistry	link	55
History	Chemistry	other	53
Main_Page	Main_Page	external	40
Wikipedia	Biology	link	51
Chemistry	Chemistry	link	59
other-search	English_language	external	45
Music	Earth	external	46
Science	English_language	external	45
Music	English_language	external	46
Science	Wikipedia	link	43
Philosophy	Chemistry	external	52
Geography	Philosophy	external	50
other-external	Mathematics	other	40
Geography	Earth	link	43
other-internal	Religion	link	49
Technology	Sports	external	42
Biology	Music	link	46
Mathematics	Philosophy	link	54
History	English_language	external	57
Literature	Main_Page	link	48
Religion	Earth	link	43
Art	Religion	external	48
Mathematics	Wikipedia	link	45
Main_Page	Physics	external	46
Science	Music	other	54
other-external	Art	link	56
Physics	Mathematics	other	58
other-empty	Earth	link	53
United_States	Science	other	41
Main_Page	Mathematics	external	47
United_States	Sports	other	44
Sports	Earth	other	47
Geography	Art	external	42
Sports	Geography	link	41
Chemistry	Main_Page	link	44
Philosophy	Biology	other	45
other-external	Wikipedia	other	52
Earth	Main_Page	external	44
Technology	History	link	39
United_States	Earth	link	50
Earth	Music	link	46
Biology	Biology	link	44
Physics	Wikipedia	other	52
English_language	History	other	59
Chemistry	Music	link	31
Science	Physics	other	52
Sports	Philosophy	external	51
English_language	Sports	link	45
History	Technology	external	60
Philosophy	World_War_II	external	60
Earth	Literature	link	59
Science	Technology	other	58
Philosophy	Geography	other	42
Physics	Technology	link	49
Music	Chemistry	link	48
Mathematics	Earth	link	58
Main_Page	Earth	link	50
Physics	Wikipedia	external	59
other-external	Wikipedia	external	50
other-internal	Literature	external	50
Science	Religion	other	40
Physics	Technology	external	58
other-empty	Geography	other	55
Mathematics	Literature	external	54
Wikipedia	Mathematics	other	52
Main_Page	Physics	external	56
other-internal	Music	other	60
Main_Page	Sports	external	47
Science	United_States	external	47
Earth	Science	external	48
Geography	History	link	48
Main_Page	Technology	external	45
Mathematics	Wikipedia	link	49
English_language	Earth	link	46
World_War_II	Technology	link	42
Art	English_language	other	54
History	History	link	54
Wikipedia	Chemistry	link	43
Earth	English_language	link	53
other-internal	English_language	external	42
Technology	Earth	other	56
Sports	Science	external	54
Technology	Wikipedia	other	49
Mathematics	Technology	other	44
other-external	Main_Page	other	46
Technology	Religion	external	44
Wikipedia	Biology	other	45
United_States	Music	other	46
Philosophy	Chemistry	other	52
Literature	Religion	other	59
Music	Sports	external	36
other-search	Art	external	54
History	Religion	external	54
Physics	History	other	40
Art	World_War_II	other	57
Biology	Art	other	44
other-empty	Sports	link	50
other-search	World_War_II	other	48
Geography	Technology	external	52
World_War_II	Religion	external	51
United_States	Literature	link	50
Religion	Wikipedia	other	48
other-empty	Geography	other	56
Mathematics	Sports	link	42
Literature	Sports	external	57
other-internal	Biology	link	44
English_language	Music	other	44
other-internal	United_States	other	39
Science	Wikipedia	external	50
English_language	Religion	link	53
other-search	Geography	other	58
other-external	Science	link	61
other-empty	Physics	other	53
other-empty	History	external	58
Art	Geography	other	38
Technology	History	link	44
Religion	United_States	link	52
World_War_II	United_States	other	63
Literature	World_War_II	external	56
Earth	United_States	link	55
Technology	Literature	link	49
Art	Literature	link	44
other-search	History	other	51
Music	Earth	link	45
United_States	Mathematics	other	39
Music	Art	link	53
other-search	United_States	external	61
Sports	Chemistry	link	60
Earth	Literature	link	49
Biology	Sports	link	42
other-external	Mathematics	link	51
Philosophy	Technology	other	57
United_States	Science	other	48
Music	World_War_II	other	49
Religion	Chemistry	other	39
United_States	Main_Page	other	50
Science	Philosophy	external	48
other-empty	Sports	other	44
Wikipedia	World_War_II	other	59
History	Earth	other	48
Main_Page	English_language	other	54
Main_Page	Technology	link	51
other-external	Chemistry	external	55
Geography	Physics	external	52
other-empty	History	external	67
World_War_II	Chemistry	link	64
United_States	Biology	other	39
English_language	Earth	external	46
other-external	Music	link	47
Biology	Sports	link	48
other-external	English_language	link	45
Sports	Music	link	54
Biology	World_War_II	external	46
Physics	United_States	external	63
Earth	United_States	other	39
Religion	Earth	external	57
Technology	Philosophy	other	42
Technology	Mathematics	link	52
other-internal	Main_Page	other	58
other-internal	Geography	link	49
History	Geography	external	63
Literature	Physics	link	51
Main_Page	Main_Page	other	44
Religion	Main_Page	other	48
United_States	Mathematics	link	42
Biology	Music	external	47
Chemistry	Mathematics	external	50
United_States	Sports	external	36
other-internal	Main_Page	external	51
Philosophy	Geography	link	58
History	United_States	other	39
Philosophy	Religion	link	49
Sports	World_War_II	link	34
Philosophy	English_language	external	46
World_War_II	English_language	external	57
Physics	Physics	external	55
Earth	United_States	other	43
Religion	Main_Page	other	60
Main_Page	Sports	external	41
Wikipedia	English_language	link	65
World_War_II	Chemistry	link	48
Music	United_States	link	59
Chemistry	Sports	other	53
Sports	History	other	44
other-search	World_War_II	external	53
Religion	Philosophy	link	45
Wikipedia	Physics	link	58
Music	Philosophy	external	53
Chemistry	Sports	other	42
History	Geography	link	52
Technology	Wikipedia	link	55
other-search	United_States	other	50
World_War_II	Geography	link	54
Biology	Science	external	42
Geography	Main_Page	link	48
World_War_II	Physics	other	40
Sports	English_language	external	51
United_States	Science	other	46
Technology	Philosophy	external	47
History	English_language	external	53
other-search	Art	link	58
other-external	World_War_II	other	52
Geography	Science	link	49
other-external	Wikipedia	other	58
Geography	Earth	external	41
Literature	Physics	other	57
Music	Philosophy	other	48
Sports	Sports	link	58
World_War_II	Science	other	59
Art	Science	link	39
other-external	Religion	other	45
Music	Chemistry	link	44
Chemistry	Music	link	38
other-internal	Literature	external	50
Geography	Literature	link	64
English_language	Religion	other	66
Wikipedia	Geography	external	50
Literature	Geography	link	44
Physics	Biology	external	42
History	Earth	link	52
World_War_II	Biology	external	52
Philosophy	Wikipedia	external	60
Geography	Technology	external	41
Main_Page	Wikipedia	other	48
Chemistry	Art	other	42
other-empty	United_States	external	50
Science	World_War_II	external	49
Literature	English_language	link	51
World_War_II	Geography	link	71
Sports	United_States	link	49
Literature	Main_Page	link	49
Biology	United_States	link	47
Music	English_language	link	57
Wikipedia	Philosophy	external	57
English_language	Biology	other	46
other-empty	Music	external	46
Literature	United_States	other	47
United_States	Music	link	57
Biology	Science	link	55
Technology	Music	external	50
Music	Technology	external	38
English_language	Geography	link	41
Earth	Physics	other	45
History	Sports	link	64
Physics	United_States	other	38
Science	Earth	other	58
Sports	Chemistry	other	48
other-external	World_War_II	external	57
Philosophy	Chemistry	link	39
Earth	Geography	link	49
World_War_II	English_language	external	45
United_States	Mathematics	external	57
Science	Main_Page	external	43
History	Art	link	47
English_language	World_War_II	external	48
Wikipedia	Religion	link	51
Religion	United_States	external	51
English_language	Religion	link	44
other-search	Religion	external	51
Philosophy	Science	other	33
Religion	Main_Page	other	44
Mathematics	English_language	other	46
English_language	Mathematics	link	48
Technology	Earth	link	51
Main_Page	Technology	external	45
Technology	Literature	external	40
other-empty	Technology	other	59
World_War_II	History	other	48
other-internal	Wikipedia	other	41
English_language	English_language	other	48
Mathematics	Earth	other	52
United_States	Sports	external	48
Earth	Philosophy	link	44
Main_Page	History	other	47
Religion	Mathematics	other	54
History	Religion	external	46
Literature	World_War_II	link	41
Sports	Sports	other	45
Main_Page	Philosophy	link	51
Music	Music	other	52
Geography	Sports	other	45
World_War_II	Geography	external	32
World_War_II	Chemistry	external	37
United_States	World_War_II	other	44
Geography	Sports	other	47
Wikipedia	History	external	36
History	Geography	link	49
Philosophy	English_language	other	56
Main_Page	Mathematics	other	58
Science	World_War_II	link	51
other-internal	Technology	other	46
Chemistry	World_War_II	other	54
World_War_II	English_language	external	41
Philosophy	Philosophy	external	51
other-empty	Science	other	54
Music	Literature	external	39
other-search	United_States	link	44
Religion	Philosophy	link	56
Science	Religion	other	55
Literature	Wikipedia	other	39
other-external	Religion	other	47
Religion	Wikipedia	external	44
Main_Page	Physics	external	47
Geography	Mathematics	external	62
Geography	Wikipedia	external	44
Wikipedia	Philosophy	other	59
other-search	World_War_II	other	57
Biology	United_States	external	53
Main_Page	Science	link	44
Wikipedia	Chemistry	external	49
other-external	Main_Page	link	62
Philosophy	Music	other	42
Sports	United_States	other	46
Wikipedia	Physics	other	45
Sports	Physics	link	53
Wikipedia	Geography	other	54
Chemistry	Earth	link	50
other-external	Wikipedia	external	40
Literature	History	link	45
Sports	Earth	link	48
Religion	English_language	other	49
World_War_II	Religion	external	48
English_language	Sports	other	43
Wikipedia	Art	link	45
World_War_II	Main_Page	external	59
Philosophy	Music	link	45
other-internal	Art	other	68
English_language	Science	link	58
Music	United_States	other	44
other-empty	World_War_II	other	45
other-empty	Wikipedia	external	62
Science	History	link	49
World_War_II	Religion	external	45
Religion	Main_Page	external	43
World_War_II	United_States	other	43
Main_Page	Biology	link	51
Earth	Philosophy	external	64
Physics	History	external	47
other-internal	Technology	link	46
Sports	Mathematics	other	51
Earth	Technology	link	46
other-empty	Biology	link	45
other-empty	United_States	link	46
other-search	Music	link	46
Religion	Wikipedia	external	66
other-empty	Literature	other	36
Art	Biology	other	50
Sports	World_War_II	external	52
other-search	Philosophy	other	28
Literature	Mathematics	other	31
other-internal	Science	link	51
World_War_II	Science	other	38
Chemistry	Wikipedia	link	46
History	Sports	link	65
Wikipedia	Music	other	60
other-empty	Biology	link	44
History	Biology	link	62
Religion	Biology	other	55
Religion	Wikipedia	external	43
other-search	Main_Page	other	52
World_War_II	Religion	link	58
Science	Chemistry	link	52
other-external	World_War_II	link	59
Wikipedia	World_War_II	external	46
Science	Technology	link	46
Chemistry	Music	link	57
Earth	Geography	other	43
other-search	Physics	other	58
Mathematics	Music	external	51
United_States	United_States	other	54
Wikipedia	Physics	external	57
Mathematics	Literature	other	38
Music	Physics	external	43
Biology	Art	external	51
History	Literature	other	46
Biology	Chemistry	link	45
Music	Wikipedia	external	53
Art	Biology	external	53
History	Music	external	44
Philosophy	Wikipedia	other	56
Chemistry	Technology	external	42
Mathematics	Geography	external	45
Philosophy	Art	external	66
Philosophy	World_War_II	external	51
Religion	Art	other	46
Mathematics	History	external	43
other-empty	Geography	external	60
Art	Technology	other	41
Physics	Mathematics	external	47
Science	Wikipedia	external	57
Geography	Science	link	44
World_War_II	Religion	external	51
Main_Page	Main_Page	other	56
Biology	Physics	external	45
Mathematics	Main_Page	link	40
Philosophy	Main_Page	external	42
Main_Page	World_War_II	external	49
Mathematics	English_language	other	55
Main_Page	History	link	57
Geography	Mathematics	external	56
Music	Sports	link	51
Sports	Art	other	40
Mathematics	World_War_II	other	45
Mathematics	Sports	external	42
Philosophy	World_War_II	external	47
other-empty	History	external	47
other-external	Earth	external	49
Technology	Religion	link	52
Music	World_War_II	other	63
Technology	English_language	other	48
other-external	Earth	other	33
United_States	Religion	external	51
Earth	Chemistry	other	52
Biology	Philosophy	external	49
Wikipedia	Main_Page	link	46
Literature	Science	other	50
United_States	Chemistry	other	46
Religion	Biology	external	37
World_War_II	Music	external	52
World_War_II	English_language	link	48
Main_Page	United_States	external	54
Technology	English_language	external	50
World_War_II	Physics	link	53
Music	Philosophy	other	40
Art	United_States	other	49
Music	Art	link	53
other-internal	History	external	49
Mathematics	Main_Page	other	55
other-empty	Main_Page	external	49
Philosophy	Science	link	46
Mathematics	Mathematics	other	47
other-internal	Chemistry	link	50
Chemistry	Mathematics	external	49
other-search	World_War_II	other	44
English_language	History	link	46
History	English_language	other	51
Main_Page	Main_Page	link	43
Religion	Philosophy	other	37
Literature	Music	external	47
Philosophy	United_States	external	42
English_language	Earth	link	46
Chemistry	United_States	external	43
Technology	Main_Page	external	45
Geography	Science	other	50
Religion	Wikipedia	link	48
Technology	Science	other	57
Mathematics	United_States	external	56
Literature	Earth	link	45
other-empty	Art	link	48
Mathematics	Physics	external	65
Technology	Mathematics	link	51
Biology	Art	link	49
Main_Page	Technology	link	30
Mathematics	Technology	link	37
Physics	Religion	external	37
Philosophy	Science	external	46
Biology	Science	external	58
Mathematics	Sports	other	41
Wikipedia	Art	link	47
Wikipedia	Mathematics	link	43
Science	Religion	external	44
Science	Earth	link	38
English_language	Literature	other	59
Earth	Science	link	42
Mathematics	English_language	external	43
Philosophy	Geography	link	44
Main_Page	English_language	other	37
History	United_States	external	43
Main_Page	Chemistry	link	56
Sports	Mathematics	other	44
other-empty	Music	link	56
Geography	Philosophy	other	45
other-empty	Biology	other	46
other-internal	Technology	other	52
Literature	Art	external	43
Main_Page	Technology	external	45
Religion	Wikipedia	other	50
Mathematics	Mathematics	other	57
World_War_II	Literature	link	51
English_language	Physics	other	58
Geography	Science	link	37
Technology	Wikipedia	link	60
Literature	Main_Page	link	59
History	Earth	link	44
other-empty	Physics	other	44
Technology	English_language	other	44
other-search	Literature	other	47
other-empty	Main_Page	other	51
other-search	English_language	link	41
Religion	Earth	external	53
Art	Physics	link	50
other-search	English_language	other	60
Biology	Literature	other	61
Sports	History	link	48
Philosophy	Mathematics	other	32
other-internal	Sports	other	61
Earth	United_States	other	56
Literature	English_language	external	36
Music	Chemistry	external	37
other-internal	Literature	link	60
other-internal	Biology	external	51
Physics	History	link	67
